,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499254.1,TC-T1,TC-T1,0.0000000058,44.1,81,122,1,0,1,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499254.1,TC-T1,TC-T1,0.0000000058,44.1,112,170,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499467.1,TC-HK97,TC-HK97,0,63.5,7,140,0,1,1,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500210.1,TC-T1,TC-T1,0.0000000055,44.1,81,122,1,1,1,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500210.1,TC-T1,TC-T1,0.0000000055,44.1,112,170,1,1,1,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500210.1,TC-T1,TC-T1,0.0000000055,44.1,81,122,1,0,1,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500210.1,TC-T1,TC-T1,0.0000000055,44.1,112,170,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500899.1,TC-TPSY,TC-TPSY,0,275.2,1,221,0,1,1,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002501344.1,TC-HK97,TC-HK97,0.00043,29.4,7,140,1,1,1,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002501344.1,TC-T1,TC-T1,0.000000058,40.8,1,147,1,1,1,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002501344.1,TC-T1,TC-T1,0.000000058,40.8,1,147,1,0,1,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002501344.1,TC-HK97,TC-HK97,6.40E-17,70.7,1,147,0,1,1,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002502055.1,TC-HK97,TC-HK97,2.00E-16,69.1,1,143,1,1,1,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002502055.1,TC-HK97,TC-HK97,0.000028,33.2,3,135,1,1,1,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002502055.1,TC-BCJA1C,TC-BCJA1C,0.81,18,3,58,1,1,1,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002502055.1,TC-BCJA1C,TC-BCJA1C,0.81,18,70,139,1,1,1,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002502055.1,TC-T1,TC-T1,0.000000051,41,1,143,1,0,1,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002502055.1,TC-T1,TC-T1,0.000000051,41,1,143,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002502364.1,TC-HK97,TC-HK97,0.000000048,42.1,20,167,0,0,0,
,Clostridium cellulolyticum H10,0,0,NC_011898,YP_002507104.1,TC-HK97,TC-HK97,0,51,10,130,0,1,1,
,Clostridium cellulolyticum H10,0,0,NC_011898,YP_002507227.1,TC-HK97,TC-HK97,0.00016,30.8,11,125,1,0,1,
,Clostridium cellulolyticum H10,0,0,NC_011898,YP_002507227.1,TC-JCL103,TC-JCL103,1.90E-01,20.2,5,137,0,0,0,
,Clostridium cellulolyticum H10,0,0,NC_011898,YP_002507312.1,TC-IEBH,TC-IEBH,0.00E+00,296.3,1,127,0,0,0,
,Clostridium cellulolyticum H10,0,0,NC_011898,YP_002507556.1,TC-IEBH,TC-IEBH,0,296.9,1,127,0,0,0,
,Streptococcus pneumoniae ATCC 700669,0,0,NC_011900,YP_002511440.1,TC-BCJA1C,TC-BCJA1C,0,168.5,1,113,0,0,0,
,Thioalkalivibrio sulfidophilus HL-EbGr7,0,0,NC_011901,YP_002512520.1,TC-Mu,TC-Mu,5.90E-16,67,3,131,0,0,0,
,Thioalkalivibrio sulfidophilus HL-EbGr7,0,0,NC_011901,YP_002513709.1,TC-Mu,TC-Mu,0.00000000034,48.3,8,153,0,1,1,
,Geobacter daltonii FRC-32,0,0,NC_011979,YP_002536515.1,TC-ShewanellaB,TC-ShewanellaB,6,15.1,95,131,1,0,1,
,Geobacter daltonii FRC-32,0,0,NC_011979,YP_002536515.1,TC-ShewanellaB,TC-ShewanellaB,6.00E+00,15.1,167,250,0,0,0,
,Acidovorax ebreus TPSY,0,0,NC_011992,YP_002554629.1,TC-TPSY,TC-TPSY,0.000000034,41.7,7,212,0,1,1,
,Escherichia coli LF82,0,0,NC_011993,YP_002556065.1,TC-Lam,TC-Lam,0.5,18.3,1,139,1,0,1,
,Escherichia coli LF82,0,0,NC_011993,YP_002556065.1,TC-Lam,TC-Lam,0.5,18.3,76,190,0,1,1,
,Escherichia coli LF82,0,0,NC_011993,YP_002556436.1,TC-Lam,TC-Lam,0.15,20,1,109,1,0,1,
,Escherichia coli LF82,0,0,NC_011993,YP_002556436.1,TC-Lam,TC-Lam,0.15,20,162,192,0,0,0,
,Escherichia coli LF82,0,0,NC_011993,YP_002557469.1,TC-Mu,TC-Mu,1.30E-32,121,2,147,0,0,0,
,Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002560331.1,TC-HK97,TC-HK97,0.000049,32.5,8,107,0,0,0,
,Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002560372.1,TC-HK97,TC-HK97,0.033,23.4,45,120,0,1,1,
,Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002560924.1,TC-HK97,TC-HK97,0.00000000021,49.7,12,119,1,0,1,
,Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002560924.1,TC-ListeriaB025,TC-ListeriaB025,0.034,22.3,4,129,0,1,1,
,Mycobacterium phage Phlyer,Mycobacterium smegmatis mc2 155,myc,NC_012027,YP_002564124.1,TC-HK97,TC-HK97,0.0000028,36.4,8,134,1,1,1,
,Mycobacterium phage Phlyer,Mycobacterium smegmatis mc2 155,myc,NC_012027,YP_002564124.1,TC-Adjutor,TC-Adjutor,0.044,22,63,134,1,1,1,
,Mycobacterium phage Phlyer,Mycobacterium smegmatis mc2 155,myc,NC_012027,YP_002564124.1,U_TC_Fam7,U_TC_Fam7,6.7,15,12,135,1,0,1,
,Mycobacterium phage Phlyer,Mycobacterium smegmatis mc2 155,myc,NC_012027,YP_002564124.1,U_TC_Fam7,U_TC_Fam7,6.7,15,12,135,0,0,0,
,Chloroflexus sp. Y-400-fl,0,0,NC_012032,YP_002568861.1,TC-phiC2,TC-phiC2,4.8,15.1,120,154,0,1,1,
,Caldicellulosiruptor bescii DSM 6725,0,0,NC_012034,YP_002572162.1,U_TC_Fam7,U_TC_Fam7,8.3,14.7,9,110,1,0,1,
,Caldicellulosiruptor bescii DSM 6725,0,0,NC_012034,YP_002572162.1,U_TC_Fam7,U_TC_Fam7,8.3,14.7,9,110,0,1,1,
,Campylobacter lari RM2100,0,0,NC_012039,YP_002575438.1,TC-HK97,TC-HK97,0.0032,26.6,10,158,1,0,1,
,Campylobacter lari RM2100,0,0,NC_012039,YP_002575438.1,TC-BCJA1C,TC-BCJA1C,7.9,14.8,9,119,0,0,0,
,Staphylococcus carnosus subsp. carnosus TM300,0,0,NC_012121,YP_002633598.1,TC-ListeriaB025,TC-ListeriaB025,0,197.1,1,135,0,0,0,
,Erwinia pyrifoliae Ep1/96,0,0,NC_012214,YP_002648771.1,TC-HK97,TC-HK97,0.74,19,15,70,0,0,0,
,Erwinia pyrifoliae Ep1/96,0,0,NC_012214,YP_002649052.1,TC-Sfv,TC-Sfv,0,233.7,5,168,0,1,1,
,Enterobacteria phage SSL-2009a,Escherichia coli,neg,NC_012223,YP_002720070.1,U_TC_Fam5,U_TC_Fam5,2.40E-36,133.7,1,196,1,1,1,
,Enterobacteria phage SSL-2009a,Escherichia coli,neg,NC_012223,YP_002720070.1,TC-T1,TC-T1,1.40E-31,117.4,1,197,1,1,1,
,Enterobacteria phage SSL-2009a,Escherichia coli,neg,NC_012223,YP_002720070.1,TC-T1,TC-T1,1.40E-31,117.4,1,197,1,1,1,
,Enterobacteria phage SSL-2009a,Escherichia coli,neg,NC_012223,YP_002720070.1,TC-Phi297,TC-Phi297,0.000000025,42.3,4,195,1,0,1,
,Enterobacteria phage SSL-2009a,Escherichia coli,neg,NC_012223,YP_002720070.1,TC-HK97,TC-HK97,0.83,18.3,106,195,0,1,1,
,Wolbachia sp. wRi,Drosophila simulans Riverside,0,NC_012416,YP_002727120.1,TC-Lam,TC-Lam,5.4,14.9,1,86,1,0,1,
,Wolbachia sp. wRi,Drosophila simulans Riverside,0,NC_012416,YP_002727120.1,TC-Lam,TC-Lam,5.4,14.9,83,172,0,1,1,
,Wolbachia sp. wRi,Drosophila simulans Riverside,0,NC_012416,YP_002727258.1,TC-Lam,TC-Lam,0.029,22.3,1,87,1,0,1,
,Wolbachia sp. wRi,Drosophila simulans Riverside,0,NC_012416,YP_002727258.1,TC-Lam,TC-Lam,0.029,22.3,81,128,0,1,1,
,Wolbachia sp. wRi,Drosophila simulans Riverside,0,NC_012416,YP_002727514.1,TC-Lam,TC-Lam,5.4,14.9,1,86,1,0,1,
,Wolbachia sp. wRi,Drosophila simulans Riverside,0,NC_012416,YP_002727514.1,TC-Lam,TC-Lam,5.4,14.9,83,172,0,1,1,
,Enterococcus phage EFAP-1,Enterococcus faecalis,neg,NC_012419,YP_002727884.1,TC-HK97,TC-HK97,0.00000000052,48.4,10,123,1,1,1,
,Enterococcus phage EFAP-1,Enterococcus faecalis,neg,NC_012419,YP_002727884.1,TC-JCL103,TC-JCL103,0.1,21.1,5,131,1,0,1,
,Enterococcus phage EFAP-1,Enterococcus faecalis,neg,NC_012419,YP_002727884.1,TC-ListeriaB025,TC-ListeriaB025,9.00E-01,17.7,9,133,0,1,1,
,Persephonella marina EX-H1,0,0,NC_012440,YP_002731536.1,TC-HK97,TC-HK97,0.000000015,43.8,8,167,1,1,1,
,Persephonella marina EX-H1,0,0,NC_012440,YP_002731536.1,TC-T1,TC-T1,6.9,14.6,2,97,1,0,1,
,Persephonella marina EX-H1,0,0,NC_012440,YP_002731536.1,TC-T1,TC-T1,6.9,14.6,2,97,0,0,0,
,Streptococcus pneumoniae JJA,0,0,NC_012466,YP_002736875.1,TC-HK97,TC-HK97,0.000072,31.9,1,93,0,1,1,
,Streptococcus pneumoniae P1031,0,0,NC_012467,YP_002737303.1,TC-JCL103,TC-JCL103,1.10E-26,101.7,1,114,1,1,1,
,Streptococcus pneumoniae P1031,0,0,NC_012467,YP_002737303.1,TC-T1,TC-T1,0.22,19.5,4,105,1,1,1,
,Streptococcus pneumoniae P1031,0,0,NC_012467,YP_002737303.1,TC-T1,TC-T1,0.22,19.5,4,105,1,0,1,
,Streptococcus pneumoniae P1031,0,0,NC_012467,YP_002737303.1,TC-Che12,TC-Che12,4.7,15.9,2,100,0,0,0,
,Streptococcus equi subsp. zooepidemicus,0,0,NC_012470,YP_002743687.1,TC-Phi297,TC-Phi297,1.3,17.3,2,121,0,0,0,
,Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002745593.1,TC-BCJA1C,TC-BCJA1C,8.60E-43,153.2,1,116,0,0,0,
,Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746165.1,TC-HK97,TC-HK97,0.0000022,36.8,6,113,0,1,1,
,Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746981.1,TC-HK97,TC-HK97,0.0000000012,47.3,16,114,1,0,1,
,Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746981.1,TC-Adjutor,TC-Adjutor,0.2,19.8,15,121,0,1,1,
,Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002747268.1,TC-HK97,TC-HK97,0,53.6,10,105,1,0,1,
,Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002747268.1,TC-Che12,TC-Che12,1.3,17.6,7,81,0,1,1,
,Bacillus cereus 03BB102,0,0,NC_012472,YP_002749198.1,TC-JCL103,TC-JCL103,4.70E-37,135.3,1,113,1,1,1,
,Bacillus cereus 03BB102,0,0,NC_012472,YP_002749198.1,TC-HK97,TC-HK97,0.0017,27.5,6,102,1,1,1,
,Bacillus cereus 03BB102,0,0,NC_012472,YP_002749198.1,TC-T1,TC-T1,1.8,16.6,2,102,1,0,1,
,Bacillus cereus 03BB102,0,0,NC_012472,YP_002749198.1,TC-T1,TC-T1,1.8,16.6,2,102,0,0,0,
,Gemmatimonas aurantiaca T-27,0,0,NC_012489,YP_002761751.1,TC-Lam,TC-Lam,0,181.7,1,257,0,1,1,
,Rhodococcus erythropolis PR4,0,0,NC_012490,YP_002765965.1,TC-HK97,TC-HK97,0.0000074,35.1,11,139,1,0,1,
,Rhodococcus erythropolis PR4,0,0,NC_012490,YP_002765965.1,TC-Adjutor,TC-Adjutor,0.0035,25.5,15,144,0,0,0,
,Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002770846.1,TC-Mu,TC-Mu,2.7,16.2,81,156,0,0,0,
,Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002772402.1,TC-HK97,TC-HK97,0.02,24.1,12,127,0,1,1,
,Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002773015.1,TC-phiC2,TC-phiC2,2.70E-20,80.9,4,161,1,0,1,
,Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002773015.1,TC-HK97,TC-HK97,0.061,22.5,7,145,0,0,0,
,Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002774854.1,TC-HK97,TC-HK97,0.02,24.1,12,127,0,0,0,
,Laribacter hongkongensis HLHK9,0,0,NC_012559,YP_002794411.1,TC-Mu,TC-Mu,1.00E-26,101.9,2,129,0,0,0,
,Laribacter hongkongensis HLHK9,0,0,NC_012559,YP_002795658.1,TC-Lam,TC-Lam,0,237.7,1,244,0,0,0,
,Laribacter hongkongensis HLHK9,0,0,NC_012559,YP_002795761.1,TC-HK97,TC-HK97,0,53,11,163,0,0,0,
,Laribacter hongkongensis HLHK9,0,0,NC_012559,YP_002796584.1,TC-Mu,TC-Mu,4.00E-29,109.7,2,144,0,0,0,
,Azotobacter vinelandii DJ,0,0,NC_012560,YP_002800869.1,TC-Mu,TC-Mu,8.50E-32,118.4,3,150,0,1,1,
,Azotobacter vinelandii DJ,0,0,NC_012560,YP_002800967.1,TC-BCereusAH820,TC-BCereusAH820,2.5,16.3,18,112,1,0,1,
,Azotobacter vinelandii DJ,0,0,NC_012560,YP_002800967.1,TC-BCereusAH820,TC-BCereusAH820,2.5,16.3,18,112,0,0,0,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804224.1,TC-HK97,TC-HK97,0.000011,34.6,11,108,0,0,0,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804673.1,TC-Adjutor,TC-Adjutor,0,237.9,1,134,0,1,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804805.1,TC-HK97,TC-HK97,0.0033,26.6,12,149,1,1,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804805.1,TC-phiC2,TC-phiC2,0.0089,23.9,4,43,1,1,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804805.1,TC-phiC2,TC-phiC2,0.0089,23.9,71,133,1,1,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804805.1,TC-phiC2,TC-phiC2,0.0089,23.9,131,161,1,1,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804805.1,U_TC_Fam5,U_TC_Fam5,2.9,16,37,101,1,1,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804805.1,U_TC_Fam5,U_TC_Fam5,2.9,16,91,140,1,1,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804805.1,TC-T1,TC-T1,0.26,19.2,1,152,1,1,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804805.1,TC-T1,TC-T1,0.26,19.2,1,152,1,0,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804805.1,TC-Che12,TC-Che12,2.9,16.6,24,135,0,0,0,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002805066.1,TC-HK97,TC-HK97,0.0000036,36.1,11,108,0,1,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002805555.1,TC-Adjutor,TC-Adjutor,0.00000049,38,11,89,1,0,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002805555.1,TC-Adjutor,TC-Adjutor,0.00000049,38,86,115,0,1,1,
,Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002813153.1,TC-HK97,TC-HK97,0.0000023,36.7,10,141,1,0,1,
,Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002813153.1,TC-ListeriaB025,TC-ListeriaB025,0.43,18.8,2,142,0,1,1,
,Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002813460.1,TC-JCL103,TC-JCL103,1.80E-31,117.2,1,118,1,1,1,
,Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002813460.1,TC-HK97,TC-HK97,5,16.3,9,110,1,1,1,
,Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002813460.1,TC-T1,TC-T1,0.24,19.4,1,113,1,1,1,
,Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002813460.1,TC-T1,TC-T1,0.24,19.4,1,113,1,0,1,
,Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002813460.1,TC-HK97,TC-HK97,0.041,22.6,1,112,0,1,1,
,Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002816665.1,TC-JCL103,TC-JCL103,1.80E-29,110.8,1,118,1,1,1,
,Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002816665.1,TC-T1,TC-T1,0.77,17.7,3,113,1,1,1,
,Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002816665.1,TC-T1,TC-T1,0.77,17.7,3,113,1,0,1,
,Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002816665.1,TC-HK97,TC-HK97,7,15.3,1,116,0,1,1,
,Corynebacterium aurimucosum ATCC 700975,0,0,NC_012590,YP_002835448.1,TC-HK97,TC-HK97,0.084,22.1,5,96,1,1,1,
,Corynebacterium aurimucosum ATCC 700975,0,0,NC_012590,YP_002835448.1,TC-BCJA1C,TC-BCJA1C,0.37,19.1,7,85,1,1,1,
,Corynebacterium aurimucosum ATCC 700975,0,0,NC_012590,YP_002835448.1,TC-T1,TC-T1,0.84,17.6,1,88,1,1,1,
,Corynebacterium aurimucosum ATCC 700975,0,0,NC_012590,YP_002835448.1,U_TC_Fam7,U_TC_Fam7,0.021,23.1,4,104,1,1,1,
,Corynebacterium aurimucosum ATCC 700975,0,0,NC_012590,YP_002835448.1,TC-T1,TC-T1,0.84,17.6,1,88,1,1,1,
,Corynebacterium aurimucosum ATCC 700975,0,0,NC_012590,YP_002835448.1,U_TC_Fam7,U_TC_Fam7,0.021,23.1,4,104,1,1,1,
,Corynebacterium aurimucosum ATCC 700975,0,0,NC_012590,YP_002835448.1,TC-Phi297,TC-Phi297,0.45,18.8,4,101,1,0,1,
,Corynebacterium aurimucosum ATCC 700975,0,0,NC_012590,YP_002835448.1,TC-HK97,TC-HK97,1.6,17.5,5,103,0,0,0,
,Corynebacterium aurimucosum ATCC 700975,0,0,NC_012590,YP_002835511.1,TC-HK97,TC-HK97,7.5,15.8,3,106,0,0,0,
,Enterobacteria phage RB14,0,neg,NC_012638,YP_002854359.1,TC-Mu,TC-Mu,6.9,14.9,3,53,0,0,0,
,Enterobacteria phage RB14,0,neg,NC_012638,YP_002854584.1,TC-ListeriaB025,TC-ListeriaB025,7.6,14.7,2,75,0,0,0,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002862197.1,TC-HK97,TC-HK97,5.1,16.3,23,132,0,1,1,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002862607.1,TC-HK97,TC-HK97,0.01,25,12,150,1,1,1,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002862607.1,TC-phiC2,TC-phiC2,0.046,21.6,4,43,1,1,1,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002862607.1,TC-phiC2,TC-phiC2,0.046,21.6,71,133,1,1,1,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002862607.1,TC-phiC2,TC-phiC2,0.046,21.6,131,161,1,1,1,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002862607.1,TC-T1,TC-T1,0.25,19.3,1,143,1,1,1,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002862607.1,TC-T1,TC-T1,0.25,19.3,1,143,1,0,1,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002862607.1,TC-Che12,TC-Che12,2.8,16.6,18,135,0,0,0,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002862695.1,TC-phiC2,TC-phiC2,3.5,15.5,5,119,0,0,0,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002863286.1,TC-Adjutor,TC-Adjutor,0,52.6,14,105,0,1,1,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002864043.1,TC-Adjutor,TC-Adjutor,0.0000035,35.3,12,88,1,0,1,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002864043.1,TC-Adjutor,TC-Adjutor,0.0000035,35.3,86,115,0,1,1,
,Bacillus anthracis str. A0248,0,0,NC_012659,YP_002865078.1,TC-JCL103,TC-JCL103,1.80E-29,110.8,1,118,1,1,1,
,Bacillus anthracis str. A0248,0,0,NC_012659,YP_002865078.1,TC-T1,TC-T1,0.77,17.7,3,113,1,1,1,
,Bacillus anthracis str. A0248,0,0,NC_012659,YP_002865078.1,TC-T1,TC-T1,0.77,17.7,3,113,1,0,1,
,Bacillus anthracis str. A0248,0,0,NC_012659,YP_002865078.1,TC-HK97,TC-HK97,7,15.3,1,116,0,1,1,
,Bacillus anthracis str. A0248,0,0,NC_012659,YP_002867897.1,TC-JCL103,TC-JCL103,1.80E-31,117.2,1,118,1,1,1,
,Bacillus anthracis str. A0248,0,0,NC_012659,YP_002867897.1,TC-HK97,TC-HK97,5,16.3,9,110,1,1,1,
,Bacillus anthracis str. A0248,0,0,NC_012659,YP_002867897.1,TC-T1,TC-T1,0.24,19.4,1,113,1,1,1,
,Bacillus anthracis str. A0248,0,0,NC_012659,YP_002867897.1,TC-T1,TC-T1,0.24,19.4,1,113,1,0,1,
,Bacillus anthracis str. A0248,0,0,NC_012659,YP_002867897.1,TC-HK97,TC-HK97,0.041,22.6,1,112,0,1,1,
,Bacillus anthracis str. A0248,0,0,NC_012659,YP_002868181.1,TC-ListeriaB025,TC-ListeriaB025,4.30E-01,18.8,2,142,1,0,1,
,Bacillus anthracis str. A0248,0,0,NC_012659,YP_002868181.1,TC-HK97,TC-HK97,0.0000023,36.7,10,141,0,1,1,
,Pseudomonas fluorescens SBW25,0,0,NC_012660,YP_002872456.1,U_TC_Fam5,U_TC_Fam5,7.60E-30,112.5,6,217,1,1,1,
,Pseudomonas fluorescens SBW25,0,0,NC_012660,YP_002872456.1,TC-T1,TC-T1,0,184.8,1,218,1,1,1,
,Pseudomonas fluorescens SBW25,0,0,NC_012660,YP_002872456.1,TC-T1,TC-T1,0,184.8,1,218,1,0,1,
,Pseudomonas fluorescens SBW25,0,0,NC_012660,YP_002872456.1,TC-Phi297,TC-Phi297,0.00051,28.3,9,208,0,0,0,
,Exiguobacterium sp. AT1b,0,0,NC_012673,YP_002884415.1,TC-phiC2,TC-phiC2,4.60E-19,76.9,7,163,0,0,0,
,Tolumonas auensis DSM 9187,0,0,NC_012691,YP_002891956.1,TC-Mu,TC-Mu,0.00000000031,48.4,13,144,0,1,1,
,Xanthomonas phage phiL7,Xanthomonas campestris pv. campestris,neg,NC_012742,YP_002922624.1,TC-HK97,TC-HK97,0.00000000011,50.6,5,137,1,0,1,
,Xanthomonas phage phiL7,Xanthomonas campestris pv. campestris,neg,NC_012742,YP_002922624.1,TC-JCL103,TC-JCL103,8,14.9,2,118,0,1,1,
,Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),Acyrthosiphon pisum,0,NC_012751,YP_002923277.1,TC-ListeriaB025,TC-ListeriaB025,2.5,16.3,94,155,1,1,1,
,Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),Acyrthosiphon pisum,0,NC_012751,YP_002923277.1,TC-ListeriaB025,TC-ListeriaB025,2.5,16.3,413,489,1,0,1,
,Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),Acyrthosiphon pisum,0,NC_012751,YP_002923277.1,TC-ListeriaB025,TC-ListeriaB025,2.5,16.3,508,588,0,0,0,
,Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),Acyrthosiphon pisum,0,NC_012751,YP_002924903.1,TC-Mu,TC-Mu,0.00000011,40.2,19,140,0,0,0,
,Streptococcus phage 5093,Streptococcus thermophilus CSK939,pos,NC_012753,YP_002925105.1,TC-BCJA1C,TC-BCJA1C,5.90E-34,124.7,4,117,0,1,1,
,Streptococcus phage PH10,Streptococcus oralis,pos,NC_012756,YP_002925173.1,TC-JCL103,TC-JCL103,1.80E-26,101.1,1,114,1,1,1,
,Streptococcus phage PH10,Streptococcus oralis,pos,NC_012756,YP_002925173.1,TC-T1,TC-T1,0.19,19.7,4,105,1,1,1,
,Streptococcus phage PH10,Streptococcus oralis,pos,NC_012756,YP_002925173.1,TC-T1,TC-T1,0.19,19.7,4,105,1,0,1,
,Streptococcus phage PH10,Streptococcus oralis,pos,NC_012756,YP_002925173.1,TC-Che12,TC-Che12,2.7,16.7,3,100,0,1,1,
,Escherichia coli BW2952,0,0,NC_012759,YP_002928923.1,TC-Lam,TC-Lam,0.7,17.8,1,139,1,0,1,
,Escherichia coli BW2952,0,0,NC_012759,YP_002928923.1,TC-Lam,TC-Lam,0.7,17.8,82,190,0,0,0,
,Edwardsiella ictaluri 93-146,0,0,NC_012779,YP_002933670.1,TC-Mu,TC-Mu,0.00046,28.4,6,148,0,1,1,
,Edwardsiella ictaluri 93-146,0,0,NC_012779,YP_002934512.1,TC-Mu,TC-Mu,3.60E-27,103.3,113,210,1,0,1,
,Edwardsiella ictaluri 93-146,0,0,NC_012779,YP_002934512.1,TC-Mu,TC-Mu,3.60E-27,103.3,3,96,0,0,0,
,Eubacterium rectale ATCC 33656,0,0,NC_012781,YP_002937188.1,TC-BCJA1C,TC-BCJA1C,0.000014,33.3,15,118,0,0,0,
,Eubacterium rectale ATCC 33656,0,0,NC_012781,YP_002937978.1,TC-HK97,TC-HK97,0.0005,29.2,13,145,0,0,0,
,Bartonella grahamii as4aup,0,0,NC_012846,YP_002971383.1,TC-Lam,TC-Lam,0.16,19.9,1,180,0,0,0,
,Bartonella grahamii as4aup,0,0,NC_012846,YP_002971875.1,TC-Lam,TC-Lam,0.16,19.9,1,180,0,1,1,
,Dickeya dadantii Ech703,0,0,NC_012880,YP_002989398.1,TC-Mu,TC-Mu,1.70E-25,97.9,97,208,1,0,1,
,Dickeya dadantii Ech703,0,0,NC_012880,YP_002989398.1,TC-Mu,TC-Mu,1.70E-25,97.9,5,96,0,0,0,
,Streptococcus phage M102,0,pos,NC_012884,YP_002995466.1,TC-HK97,TC-HK97,0.0019,27.4,6,125,0,1,1,
,Escherichia coli BL21(DE3),0,0,NC_012892,YP_002998580.1,TC-Lam,TC-Lam,0.7,17.8,1,139,1,0,1,
,Escherichia coli BL21(DE3),0,0,NC_012892,YP_002998580.1,TC-Lam,TC-Lam,0.7,17.8,82,190,0,0,0,
