,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*,75
,Bacillus cereus B4264,0,0,NC_011725,YP_002367337.1,TR-FL3A,TR-FL3A,0.000000014,43.2,4,116,0,1,1,
,Escherichia fergusonii ATCC 35469,0,0,NC_011740,YP_002381796.1,TR-Mu,TR-Mu,8.5,14.4,28,114,1,0,1,
,Escherichia fergusonii ATCC 35469,0,0,NC_011740,YP_002381796.1,TR-DMS3,TR-DMS3,1.40E-26,101.7,1,118,0,0,0,
,Escherichia fergusonii ATCC 35469,0,0,NC_011740,YP_002385123.1,TR-BcepMu,TR-BcepMu,4.50E-35,128.7,10,151,0,0,0,
,Escherichia fergusonii ATCC 35469,0,0,NC_011740,YP_002385452.1,TR-Lam,TR-Lam,0,226.7,5,137,0,0,0,
,Escherichia coli IAI1,0,0,NC_011741,YP_002386253.1,TR-Lam,TR-Lam,0,209.5,1,131,0,0,0,
,Escherichia coli IAI1,0,0,NC_011741,YP_002387011.1,TR-Lam,TR-Lam,0,209.5,1,131,0,0,0,
,Escherichia coli S88,0,0,NC_011742,YP_002390400.1,TR-Lam,TR-Lam,0,209.8,1,131,0,0,0,
,Escherichia coli S88,0,0,NC_011742,YP_002390979.1,TR-Lam,TR-Lam,0,209.8,1,131,0,0,0,
,Escherichia coli S88,0,0,NC_011742,YP_002391138.1,TR-Lam,TR-Lam,0,214.1,1,131,0,0,0,
,Escherichia coli S88,0,0,NC_011742,YP_002391897.1,TR-P2,TR-P2,2.80E-38,139.2,1,131,0,0,0,
,Escherichia coli S88,0,0,NC_011742,YP_002392469.1,TR-P2,TR-P2,5.90E-37,134.9,1,138,0,1,1,
,Escherichia coli S88,0,0,NC_011742,YP_002392520.1,TR-Mu,TR-Mu,7.7,14.6,28,148,1,0,1,
,Escherichia coli S88,0,0,NC_011742,YP_002392520.1,TR-DMS3,TR-DMS3,4.30E-27,103.4,1,118,0,0,0,
,Escherichia coli S88,0,0,NC_011742,YP_002394500.1,TR-Lam,TR-Lam,0,226.7,5,137,0,0,0,
,Escherichia coli ED1a,0,0,NC_011745,YP_002396908.1,TR-P2,TR-P2,6.30E-33,121.9,1,130,0,0,0,
,Escherichia coli ED1a,0,0,NC_011745,YP_002397067.1,TR-Lam,TR-Lam,0,215,1,131,0,0,0,
,Escherichia coli ED1a,0,0,NC_011745,YP_002397448.1,TR-SPP1,TR-SPP1,0,55.4,4,110,0,0,0,
,Escherichia coli ED1a,0,0,NC_011745,YP_002397666.1,TR-SPP1,TR-SPP1,0,52.1,5,110,0,0,0,
,Escherichia coli ED1a,0,0,NC_011745,YP_002398035.1,TR-Lam,TR-Lam,0,214.1,1,131,0,0,0,
,Escherichia coli ED1a,0,0,NC_011745,YP_002398423.1,TR-SPP1,TR-SPP1,0,52.1,5,110,0,0,0,
,Escherichia coli ED1a,0,0,NC_011745,YP_002398966.1,TR-P2,TR-P2,5.90E-37,134.9,1,138,0,0,0,
,Escherichia coli 55989,0,0,NC_011748,YP_002401897.1,TR-Lam,TR-Lam,0,210.3,1,131,0,0,0,
,Escherichia coli 55989,0,0,NC_011748,YP_002402159.1,TR-Lam,TR-Lam,0,211.9,1,132,0,0,0,
,Escherichia coli 55989,0,0,NC_011748,YP_002402480.1,TR-Lam,TR-Lam,0,209.8,1,131,0,0,0,
,Escherichia coli 55989,0,0,NC_011748,YP_002402770.1,TR-Lam,TR-Lam,0,225.8,5,137,0,0,0,
,Escherichia coli 55989,0,0,NC_011748,YP_002403169.1,TR-P2,TR-P2,1.30E-33,124.1,1,130,0,0,0,
,Escherichia coli 55989,0,0,NC_011748,YP_002405743.1,TR-DMS3,TR-DMS3,8.1,15.3,209,288,0,0,0,
,Escherichia coli IAI39,0,0,NC_011750,YP_002406550.1,TR-Lam,TR-Lam,0,209.5,1,131,0,0,0,
,Escherichia coli IAI39,0,0,NC_011750,YP_002407788.1,TR-P2,TR-P2,9.00E-38,137.6,1,138,0,0,0,
,Escherichia coli IAI39,0,0,NC_011750,YP_002407843.1,TR-Lam,TR-Lam,0,214.1,1,131,0,1,1,
,Escherichia coli IAI39,0,0,NC_011750,YP_002407933.1,TR-BcepMu,TR-BcepMu,0,219.3,10,154,1,0,1,
,Escherichia coli IAI39,0,0,NC_011750,YP_002407933.1,TR-DMS3,TR-DMS3,0.015,24.2,6,110,0,0,0,
,Escherichia coli IAI39,0,0,NC_011750,YP_002410312.1,TR-BcepMu,TR-BcepMu,5.30E-37,134.9,10,151,0,0,0,
,Escherichia coli IAI39,0,0,NC_011750,YP_002410733.1,TR-Lam,TR-Lam,0,226.8,5,137,0,0,0,
,Escherichia coli UMN026,0,0,NC_011751,YP_002411385.1,TR-Lam,TR-Lam,0,207.2,1,131,0,1,1,
,Escherichia coli UMN026,0,0,NC_011751,YP_002411652.1,TR-Mu,TR-Mu,8.5,14.4,28,114,1,0,1,
,Escherichia coli UMN026,0,0,NC_011751,YP_002411652.1,TR-DMS3,TR-DMS3,4.30E-27,103.4,1,118,0,0,0,
,Escherichia coli UMN026,0,0,NC_011751,YP_002411733.1,TR-P2,TR-P2,4.70E-31,115.8,1,140,0,0,0,
,Escherichia coli UMN026,0,0,NC_011751,YP_002412101.1,TR-Lam,TR-Lam,0,214.1,1,131,0,0,0,
,Escherichia coli UMN026,0,0,NC_011751,YP_002412174.1,TR-Lam,TR-Lam,0,211.6,1,131,0,0,0,
,Escherichia coli UMN026,0,0,NC_011751,YP_002412560.1,TR-Lam,TR-Lam,0,226.7,5,137,0,0,0,
,Pseudomonas phage SN,Pseudomonas aeruginosa,neg,NC_011756,YP_002418835.1,TR-Bcep1,TR-Bcep1,2.20E-30,113.3,48,164,0,0,0,
,Methylobacterium extorquens CM4,0,0,NC_011757,YP_002419155.1,U_TR_Oligot,U_TR_Oligot,0,189.6,1,144,0,0,0,
,Methylobacterium extorquens CM4,0,0,NC_011757,YP_002420384.1,TR-T1,TR-T1,0.000084,30.7,5,102,0,0,0,
,Methylobacterium extorquens CM4,0,0,NC_011757,YP_002420491.1,TR-SPP1,TR-SPP1,0,64.7,12,130,0,1,1,
,Desulfatibacillum alkenivorans AK-01,0,0,NC_011768,YP_002432749.1,TR-ClostridiumC,TR-ClostridiumC,7.1,14.9,184,233,1,0,1,
,Desulfatibacillum alkenivorans AK-01,0,0,NC_011768,YP_002432749.1,TR-ClostridiumC,TR-ClostridiumC,7.1,14.9,349,430,0,1,1,
,Desulfovibrio vulgaris str.  Miyazaki F,0,0,NC_011769,YP_002435163.1,TR-Mu,TR-Mu,0,192.9,1,191,1,0,1,
,Desulfovibrio vulgaris str.  Miyazaki F,0,0,NC_011769,YP_002435163.1,TR-DMS3,TR-DMS3,0.26,20.2,3,108,0,1,1,
,Desulfovibrio vulgaris str.  Miyazaki F,0,0,NC_011769,YP_002436065.1,TR-SPP1,TR-SPP1,0,66.2,9,118,1,0,1,
,Desulfovibrio vulgaris str.  Miyazaki F,0,0,NC_011769,YP_002436065.1,TR-Che8,TR-Che8,1.80E-18,75.3,5,122,0,0,0,
,Pseudomonas aeruginosa LESB58,0,0,NC_011770,YP_002439188.1,TR-DMS3,TR-DMS3,3.50E-28,106.9,9,129,0,1,1,
,Pseudomonas aeruginosa LESB58,0,0,NC_011770,YP_002440150.1,TR-SPP1,TR-SPP1,8.10E-19,76.4,4,115,1,0,1,
,Pseudomonas aeruginosa LESB58,0,0,NC_011770,YP_002440150.1,TR-Che8,TR-Che8,0.11,21.1,30,115,0,0,0,
,Pseudomonas aeruginosa LESB58,0,0,NC_011770,YP_002441990.1,TR-Bcep1,TR-Bcep1,0,55.6,42,144,0,0,0,
,Bacillus cereus G9842,0,0,NC_011772,YP_002446024.1,TR-Bmccartyi,TR-Bmccartyi,0.00000032,38.8,1,106,0,0,0,
,Bacillus cereus G9842,0,0,NC_011772,YP_002446323.1,TR-ListeriaB025,TR-ListeriaB025,0.085,21.2,8,118,0,0,0,
,Bacillus cereus G9842,0,0,NC_011772,YP_002447326.1,TR-Bmccartyi,TR-Bmccartyi,0.0000019,36.3,2,108,0,0,0,
,Bacillus cereus AH820,0,0,NC_011773,YP_002449564.1,TR-Cereus,TR-Cereus,0,213.3,5,128,0,0,0,
,Bacillus cereus AH820,0,0,NC_011773,YP_002451704.1,TR-CD38,TR-CD38,8.3,14.7,10,76,0,1,1,
,Bacillus cereus AH820,0,0,NC_011773,YP_002453327.1,TR-SPP1,TR-SPP1,0.000019,33.2,7,114,1,0,1,
,Bacillus cereus AH820,0,0,NC_011773,YP_002453327.1,TR-ListeriaB025,TR-ListeriaB025,0.00000068,37.7,1,124,0,0,0,
,Lactobacillus phage Lv-1,Lactobacillus jensenii,pos,NC_011801,YP_002455796.1,TR-Sfi21,TR-Sfi21,1.40E-25,98.2,3,124,0,0,0,
,Pseudomonas phage PB1,Pseudomonas aeruginosa,neg,NC_011810,YP_002455958.1,TR-Bcep1,TR-Bcep1,1.10E-30,114.3,48,164,0,0,0,
,Desulfitobacterium hafniense DCB-2,0,0,NC_011830,YP_002457903.1,TR-CD38,TR-CD38,1.20E-42,153.6,5,155,0,1,1,
,Desulfitobacterium hafniense DCB-2,0,0,NC_011830,YP_002457952.1,TR-SPP1,TR-SPP1,0.7,18.5,7,112,1,1,1,
,Desulfitobacterium hafniense DCB-2,0,0,NC_011830,YP_002457952.1,TR-Bmccartyi,TR-Bmccartyi,1.5,17.3,5,116,1,1,1,
,Desulfitobacterium hafniense DCB-2,0,0,NC_011830,YP_002457952.1,TR-ListeriaB025,TR-ListeriaB025,1.5,17.1,5,115,1,0,1,
,Desulfitobacterium hafniense DCB-2,0,0,NC_011830,YP_002457952.1,TR-FL3A,TR-FL3A,0.00023,29.6,1,118,0,0,0,
,Clostridium kluyveri NBRC 12016,0,0,NC_011837,YP_002472190.1,TR-Adjutor,TR-Adjutor,0,425.1,1,273,0,0,0,
,Clostridium kluyveri NBRC 12016,0,0,NC_011837,YP_002472800.1,TR-Bmccartyi,TR-Bmccartyi,0,184.9,1,113,0,1,1,
,Clostridium kluyveri NBRC 12016,0,0,NC_011837,YP_002473353.1,TR-Adjutor,TR-Adjutor,0,450.1,1,271,1,0,1,
,Clostridium kluyveri NBRC 12016,0,0,NC_011837,YP_002473353.1,TR-CD38,TR-CD38,0.41,19,142,267,0,0,0,
,Haemophilus parasuis SH0165,swine,0,NC_011852,YP_002475147.1,TR-P2,TR-P2,9.20E-31,114.9,1,130,0,0,0,
,Haemophilus parasuis SH0165,swine,0,NC_011852,YP_002475203.1,TR-Lam,TR-Lam,1.30E-24,95.2,1,136,0,0,0,
,Haemophilus parasuis SH0165,swine,0,NC_011852,YP_002475468.1,TR-BcepMu,TR-BcepMu,1.26E-44,159.7,11,156,0,0,0,
,Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774,0,0,NC_011883,YP_002478837.1,TR-P2,TR-P2,4.40E-17,70.6,1,142,0,0,0,
,Cyanothece sp. PCC 7425,0,0,NC_011884,YP_002482438.1,TR-Che8,TR-Che8,3.1,16.4,2,72,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002497294.1,TR-SPP1,TR-SPP1,3.00E-21,84.2,10,135,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002497424.1,TR-Mu,TR-Mu,7.8,14.6,855,914,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002497872.1,TR-SPP1,TR-SPP1,4.70E-16,67.5,10,128,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002498754.1,TR-T1,TR-T1,8.90E-40,143.7,9,136,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499072.1,U_TR_Oligot,U_TR_Oligot,0,207.1,1,144,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499253.1,TR-T1,TR-T1,0.000053,31.3,5,130,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499468.1,TR-SPP1,TR-SPP1,8.70E-16,66.6,10,130,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500209.1,TR-T1,TR-T1,0.000012,33.4,5,130,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500894.1,U_TR_Oligot,U_TR_Oligot,0,207.7,1,144,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002501343.1,TR-T1,TR-T1,1.70E-34,126.7,9,136,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002501639.1,TR-SPP1,TR-SPP1,0,58.1,13,131,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002501731.1,U_TR_Oligot,U_TR_Oligot,0,206.9,1,144,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002502056.1,TR-T1,TR-T1,6.70E-34,124.7,9,136,0,0,0,
,Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002502363.1,TR-SPP1,TR-SPP1,0,55.6,12,124,0,0,0,
,Clostridium cellulolyticum H10,0,0,NC_011898,YP_002507103.1,TR-Bmccartyi,TR-Bmccartyi,0,183.6,1,113,0,0,0,
,Clostridium cellulolyticum H10,0,0,NC_011898,YP_002507226.1,TR-CD38,TR-CD38,0.000001,37.2,4,151,0,0,0,
,Clostridium cellulolyticum H10,0,0,NC_011898,YP_002507311.1,TR-ClostridiumC,TR-ClostridiumC,0,287.4,1,132,0,0,0,
,Clostridium cellulolyticum H10,0,0,NC_011898,YP_002507555.1,TR-ClostridiumC,TR-ClostridiumC,0,284.3,1,133,0,0,0,
,Halothermothrix orenii H 168,0,0,NC_011899,YP_002509708.1,TR-Bmccartyi,TR-Bmccartyi,1.8,17.1,168,263,0,0,0,
,Streptococcus pneumoniae ATCC 700669,0,0,NC_011900,YP_002511439.1,TR-BCJA1C,TR-BCJA1C,3.80E-42,151.6,1,135,0,0,0,
,Thioalkalivibrio sulfidophilus HL-EbGr7,0,0,NC_011901,YP_002512476.1,TR-DMS3,TR-DMS3,1.10E-27,105.3,5,121,0,0,0,
,Thioalkalivibrio sulfidophilus HL-EbGr7,0,0,NC_011901,YP_002513704.1,TR-Mu,TR-Mu,0.0000052,34.7,2,180,0,0,0,
,Caulobacter crescentus NA1000,0,0,NC_011916,YP_002518244.1,TR-SPP1,TR-SPP1,0,61.9,112,232,0,1,1,
,Acidovorax ebreus TPSY,0,0,NC_011992,YP_002554633.1,TR-Lam,TR-Lam,2.5,16.6,4,139,1,1,1,
,Acidovorax ebreus TPSY,0,0,NC_011992,YP_002554633.1,U_TR_Oligot,U_TR_Oligot,1.4,17.1,1,51,1,0,1,
,Acidovorax ebreus TPSY,0,0,NC_011992,YP_002554633.1,U_TR_Oligot,U_TR_Oligot,1.4,17.1,59,144,0,0,0,
,Escherichia coli LF82,0,0,NC_011993,YP_002556066.1,TR-Lam,TR-Lam,0,206.5,1,131,0,0,0,
,Escherichia coli LF82,0,0,NC_011993,YP_002556435.1,TR-Lam,TR-Lam,0,226.1,1,133,0,0,0,
,Escherichia coli LF82,0,0,NC_011993,YP_002557470.1,TR-P2,TR-P2,8.70E-38,137.6,1,138,0,0,0,
,Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002560332.1,TR-SPP1,TR-SPP1,0.0014,27.2,8,122,0,1,1,
,Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002560923.1,TR-SPP1,TR-SPP1,0.083,21.5,12,125,1,0,1,
,Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002560923.1,TR-ListeriaB025,TR-ListeriaB025,0,55.7,6,129,0,1,1,
,Caldicellulosiruptor bescii DSM 6725,0,0,NC_012034,YP_002572261.1,TR-T4,TR-T4,7.8,14.5,93,148,1,0,1,
,Caldicellulosiruptor bescii DSM 6725,0,0,NC_012034,YP_002572261.1,TR-T4,TR-T4,7.8,14.5,220,240,0,0,0,
,Caldicellulosiruptor bescii DSM 6725,0,0,NC_012034,YP_002573781.1,TR-FL3A,TR-FL3A,4.1,15.9,215,293,0,1,1,
,Staphylococcus carnosus subsp. carnosus TM300,0,0,NC_012121,YP_002633599.1,TR-SPP1,TR-SPP1,0.0069,25,6,119,1,0,1,
,Staphylococcus carnosus subsp. carnosus TM300,0,0,NC_012121,YP_002633599.1,TR-ListeriaB025,TR-ListeriaB025,1.50E-24,94.7,1,126,0,0,0,
,Staphylococcus carnosus subsp. carnosus TM300,0,0,NC_012121,YP_002635326.1,TR-Cereus,TR-Cereus,7.2,14.9,99,174,0,0,0,
,Staphylococcus carnosus subsp. carnosus TM300,0,0,NC_012121,YP_002635396.1,TR-Cereus,TR-Cereus,6.5,15.1,29,119,0,0,0,
,Salmonella enterica subsp. enterica serovar Paratyphi C strain,0,0,NC_012125,YP_002636500.1,TR-P2,TR-P2,1.00E-30,114.7,1,140,0,0,0,
,Salmonella enterica subsp. enterica serovar Paratyphi C strain,0,0,NC_012125,YP_002638254.1,TR-Lam,TR-Lam,0,218.3,1,133,0,0,0,
,Salmonella enterica subsp. enterica serovar Paratyphi C strain,0,0,NC_012125,YP_002639780.1,TR-BcepMu,TR-BcepMu,0,167.5,10,151,0,1,1,
,Mycobacterium bovis BCG str. Tokyo 172,0,0,NC_012207,YP_002643586.1,TR-meningitidis,TR-meningitidis,2.9,16.2,38,92,1,0,1,
,Mycobacterium bovis BCG str. Tokyo 172,0,0,NC_012207,YP_002643586.1,TR-meningitidis,TR-meningitidis,2.9,16.2,286,395,0,0,0,
,Erwinia pyrifoliae Ep1/96,0,0,NC_012214,YP_002648773.1,TR-Bcep1,TR-Bcep1,1.20E-29,111,42,152,0,1,1,
,Erwinia pyrifoliae Ep1/96,0,0,NC_012214,YP_002649051.1,TR-Mu,TR-Mu,3.2,15.8,32,107,1,0,1,
,Erwinia pyrifoliae Ep1/96,0,0,NC_012214,YP_002649051.1,TR-DMS3,TR-DMS3,3.10E-29,110.3,1,118,0,0,0,
,Enterobacteria phage SSL-2009a,Escherichia coli,neg,NC_012223,YP_002720069.1,TR-T1,TR-T1,6.90E-35,127.9,5,136,0,0,0,
,Wolbachia sp. wRi,Drosophila simulans Riverside,0,NC_012416,YP_002726719.1,TR-SPP1,TR-SPP1,0.3,19.7,13,120,0,1,1,
,Persephonella marina EX-H1,0,0,NC_012440,YP_002731355.1,TR-Sfi21,TR-Sfi21,4.9,15.6,155,196,1,0,1,
,Persephonella marina EX-H1,0,0,NC_012440,YP_002731355.1,TR-Sfi21,TR-Sfi21,4.9,15.6,205,308,0,1,1,
,Streptococcus pneumoniae JJA,0,0,NC_012466,YP_002736874.1,TR-SPP1,TR-SPP1,0.0019,26.7,6,110,1,0,1,
,Streptococcus pneumoniae JJA,0,0,NC_012466,YP_002736874.1,TR-FL3A,TR-FL3A,0.00000000012,49.9,1,118,0,0,0,
,Streptococcus pneumoniae P1031,0,0,NC_012467,YP_002737304.1,TR-Bmccartyi,TR-Bmccartyi,2.40E-30,113.3,1,107,0,0,0,
,Streptococcus pneumoniae 70585,0,0,NC_012468,YP_002739380.1,TR-Che8,TR-Che8,0.029,22.9,1,110,0,0,0,
,Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002745594.1,TR-BCJA1C,TR-BCJA1C,2.00E-42,152.5,1,132,0,0,0,
,Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746166.1,TR-ListeriaB025,TR-ListeriaB025,0.00037,28.8,2,141,0,0,0,
,Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746980.1,TR-SPP1,TR-SPP1,0.0000000073,44.2,11,126,0,0,0,
,Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002747267.1,TR-SPP1,TR-SPP1,9.9,14.8,9,114,0,0,0,
,Bacillus cereus 03BB102,0,0,NC_012472,YP_002749199.1,TR-Bmccartyi,TR-Bmccartyi,0.00000025,39.2,1,104,0,0,0,
,Acidobacterium capsulatum ATCC 51196,0,0,NC_012483,YP_002753547.1,TR-Mu,TR-Mu,0.011,23.8,6,156,0,1,1,
,Acidobacterium capsulatum ATCC 51196,0,0,NC_012483,YP_002754937.1,TR-Giles,TR-Giles,8.9,14.6,26,58,1,0,1,
,Acidobacterium capsulatum ATCC 51196,0,0,NC_012483,YP_002754937.1,TR-Giles,TR-Giles,8.9,14.6,112,179,0,0,0,
,Listeria monocytogenes serotype 4b str. CLIP 80459,0,0,NC_012488,YP_002756863.1,TR-MGAS315,TR-MGAS315,0,191.7,18,129,0,1,1,
,Rhodococcus erythropolis PR4,0,0,NC_012490,YP_002765708.1,TR-SPP1,TR-SPP1,1.4,17.5,47,131,1,0,1,
,Rhodococcus erythropolis PR4,0,0,NC_012490,YP_002765708.1,TR-Che8,TR-Che8,1.20E-22,88.8,9,136,0,0,0,
,Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002772401.1,TR-CD38,TR-CD38,2.10E-17,71.8,6,146,0,0,0,
,Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002774855.1,TR-CD38,TR-CD38,2.10E-17,71.8,6,146,0,0,0,
,Rhodococcus opacus B4,0,0,NC_012522,YP_002781236.1,TR-Che8,TR-Che8,0.000051,31.8,14,147,0,0,0,
,Lactobacillus phage Lb338-1,0,pos,NC_012530,YP_002790793.1,TR-SPO1,TR-SPO1,0,306.8,1,296,0,0,0,
,Laribacter hongkongensis HLHK9,0,0,NC_012559,YP_002794412.1,TR-P2,TR-P2,4.70E-33,122.3,1,133,0,0,0,
,Laribacter hongkongensis HLHK9,0,0,NC_012559,YP_002795154.1,TR-Mu,TR-Mu,6.10E-33,122.5,5,204,0,0,0,
,Laribacter hongkongensis HLHK9,0,0,NC_012559,YP_002795643.1,TR-BcepMu,TR-BcepMu,0.00015,29.7,9,149,0,1,1,
,Laribacter hongkongensis HLHK9,0,0,NC_012559,YP_002795760.1,TR-SPP1,TR-SPP1,0.000000024,42.6,5,112,1,0,1,
,Laribacter hongkongensis HLHK9,0,0,NC_012559,YP_002795760.1,TR-Che8,TR-Che8,0.36,19.4,6,107,0,0,0,
,Laribacter hongkongensis HLHK9,0,0,NC_012559,YP_002796583.1,TR-P2,TR-P2,4.70E-33,122.3,1,133,0,1,1,
,Azotobacter vinelandii DJ,0,0,NC_012560,YP_002797250.1,TR-SPP1,TR-SPP1,2,17,118,163,1,0,1,
,Azotobacter vinelandii DJ,0,0,NC_012560,YP_002797250.1,TR-SPP1,TR-SPP1,2,17,199,263,0,0,0,
,Azotobacter vinelandii DJ,0,0,NC_012560,YP_002800870.1,TR-P2,TR-P2,9.10E-41,147.3,1,132,0,1,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002803865.1,TR-FL3A,TR-FL3A,0.73,18.3,113,176,1,0,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002803865.1,TR-FL3A,TR-FL3A,0.73,18.3,266,347,0,0,0,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804223.1,TR-ListeriaB025,TR-ListeriaB025,3.1,16.1,1,115,0,0,0,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804672.1,TR-Adjutor,TR-Adjutor,0,464.2,1,273,0,0,0,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804804.1,TR-CD38,TR-CD38,0,213.3,3,143,0,1,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002805065.1,TR-Bmccartyi,TR-Bmccartyi,6,15.4,7,117,1,1,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002805065.1,TR-ListeriaB025,TR-ListeriaB025,6.9,15,1,114,1,0,1,
,Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002805065.1,TR-FL3A,TR-FL3A,6,15.3,38,104,0,1,1,
,Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002813154.1,TR-SPP1,TR-SPP1,0.013,24.1,7,113,1,0,1,
,Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002813154.1,TR-ListeriaB025,TR-ListeriaB025,0.035,22.4,6,117,0,0,0,
,Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002813461.1,TR-Bmccartyi,TR-Bmccartyi,0.0000025,36,1,105,0,0,0,
,Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002816664.1,TR-Bmccartyi,TR-Bmccartyi,0.089,21.3,1,60,0,0,0,
,Corynebacterium aurimucosum ATCC 700975,0,0,NC_012590,YP_002834846.1,TR-Giles,TR-Giles,5.4,15.3,198,265,0,1,1,
,Enterobacteria phage RB51,0,neg,NC_012635,YP_002854120.1,TR-T4,TR-T4,0,238.5,1,201,1,0,1,
,Enterobacteria phage RB51,0,neg,NC_012635,YP_002854120.1,U_T4-gp15_tss,U_T4-gp15_tss,0,477.3,1,234,0,1,1,
,Enterobacteria phage RB14,0,neg,NC_012638,YP_002854498.1,TR-T4,TR-T4,0,238.3,1,201,1,0,1,
,Enterobacteria phage RB14,0,neg,NC_012638,YP_002854498.1,U_T4-gp15_tss,U_T4-gp15_tss,0,477.2,1,234,0,0,0,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002861939.1,TR-FL3A,TR-FL3A,8.3,14.9,3,72,0,0,0,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002862198.1,TR-CD38,TR-CD38,0,55.8,3,143,0,0,0,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002862608.1,TR-CD38,TR-CD38,0,216.4,12,152,0,1,1,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002862705.1,TR-FL3A,TR-FL3A,0.59,18.6,114,179,1,0,1,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002862705.1,TR-FL3A,TR-FL3A,0.59,18.6,268,349,0,0,0,
,Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002863285.1,TR-Adjutor,TR-Adjutor,2.6,15.8,2,108,0,0,0,
,Bacillus anthracis str. A0248,0,0,NC_012659,YP_002865079.1,TR-Bmccartyi,TR-Bmccartyi,0.089,21.3,1,60,0,0,0,
,Bacillus anthracis str. A0248,0,0,NC_012659,YP_002867896.1,TR-Bmccartyi,TR-Bmccartyi,0.0000025,36,1,105,0,1,1,
,Bacillus anthracis str. A0248,0,0,NC_012659,YP_002868180.1,TR-SPP1,TR-SPP1,0.013,24.1,7,113,1,0,1,
,Bacillus anthracis str. A0248,0,0,NC_012659,YP_002868180.1,TR-ListeriaB025,TR-ListeriaB025,0.035,22.4,6,117,0,0,0,
,Pseudomonas fluorescens SBW25,0,0,NC_012660,YP_002872457.1,TR-T1,TR-T1,9.30E-35,127.5,5,133,0,1,1,
,Beutenbergia cavernae DSM 12333,0,0,NC_012669,YP_002883204.1,TR-DMS3,TR-DMS3,7.8,15.4,40,144,1,0,1,
,Beutenbergia cavernae DSM 12333,0,0,NC_012669,YP_002883204.1,TR-DMS3,TR-DMS3,7.8,15.4,163,201,0,1,1,
,Tolumonas auensis DSM 9187,0,0,NC_012691,YP_002891961.1,TR-Mu,TR-Mu,3.2,15.8,12,110,1,0,1,
,Tolumonas auensis DSM 9187,0,0,NC_012691,YP_002891961.1,TR-DMS3,TR-DMS3,0,52.5,7,117,0,1,1,
,Corynebacterium kroppenstedtii DSM 44385,0,0,NC_012704,YP_002905521.1,TR-Che8,TR-Che8,0.28,19.7,1,36,1,0,1,
,Corynebacterium kroppenstedtii DSM 44385,0,0,NC_012704,YP_002905521.1,TR-Che8,TR-Che8,0.28,19.7,48,142,0,0,0,
