,,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*,
,,Azorhizobium caulinodans ORS 571,0,0,NC_009937,YP_001523660.1,DUF2376,DUF2376,0.00021,29.7,453,474,1,1,1,
,,Azorhizobium caulinodans ORS 571,0,0,NC_009937,YP_001523660.1,DUF2376,DUF2376,0.00021,29.7,488,509,1,0,1,
,,Azorhizobium caulinodans ORS 571,0,0,NC_009937,YP_001523660.1,DUF2376,DUF2376,0.00021,29.7,523,546,0,0,0,
,,Azorhizobium caulinodans ORS 571,0,0,NC_009937,YP_001524035.1,DUF3356,DUF3356,6.10E-23,88.9,10,109,0,1,1,
,,Azorhizobium caulinodans ORS 571,0,0,NC_009937,YP_001524036.1,DUF2376,DUF2376,0,56.6,8,51,1,0,1,
,,Azorhizobium caulinodans ORS 571,0,0,NC_009937,YP_001524036.1,TIGR02216,TIGR02216,0,55.7,1,52,0,0,0,
,,Azorhizobium caulinodans ORS 571,0,0,NC_009937,YP_001524454.1,TIGR02216,TIGR02216,0.038,22.3,140,198,0,0,0,
,,Azorhizobium caulinodans ORS 571,0,0,NC_009937,YP_001525080.1,FluMu_gp41,FluMu_gp41,0.000068,31.1,64,141,0,1,1,
,,Desulfococcus oleovorans Hxd3,0,0,NC_009943,YP_001530326.1,TG_Fam1,TG_Fam1,1.8,17.1,563,595,1,0,1,
,,Desulfococcus oleovorans Hxd3,0,0,NC_009943,YP_001530326.1,TG_Fam1,TG_Fam1,1.8,17.1,715,735,0,0,0,
,,Dinoroseobacter shibae DFL 12,0,0,NC_009952,YP_001531544.1,DUF3356,DUF3356,4.3,15.6,500,580,0,1,1,
,,Dinoroseobacter shibae DFL 12,0,0,NC_009952,YP_001533505.1,DUF2376,DUF2376,1.30E-16,68.8,17,60,1,0,1,
,,Dinoroseobacter shibae DFL 12,0,0,NC_009952,YP_001533505.1,TIGR02216,TIGR02216,1.40E-17,71.7,3,61,0,0,0,
,,Dinoroseobacter shibae DFL 12,0,0,NC_009952,YP_001533506.1,DUF3356,DUF3356,1.90E-31,116.2,5,104,0,0,0,
,,Dinoroseobacter shibae DFL 12,0,0,NC_009952,YP_001533896.1,TG_Fam1,TG_Fam1,0.00000000012,49.7,153,218,0,0,0,
,,Herpetosiphon aurantiacus DSM 785,0,0,NC_009972,YP_001545343.1,U_Phage_TAC_13,U_Phage_TAC_13,9.7,14.9,4,84,0,1,1,
,,Herpetosiphon aurantiacus DSM 785,0,0,NC_009972,YP_001546069.1,TG_Fam1,TG_Fam1,1.7,17.1,1,20,1,0,1,
,,Herpetosiphon aurantiacus DSM 785,0,0,NC_009972,YP_001546069.1,TG_Fam1,TG_Fam1,1.7,17.1,23,43,0,1,1,
,,Herpetosiphon aurantiacus DSM 785,0,0,NC_009972,YP_001546082.1,TIGR01674,TIGR01674,6.4,14.8,148,251,1,0,1,
,,Herpetosiphon aurantiacus DSM 785,0,0,NC_009972,YP_001546082.1,TIGR01674,TIGR01674,6.4,14.8,243,302,0,1,1,
,,Shewanella baltica OS195,0,0,NC_009997,YP_001553104.1,FluMu_gp41,FluMu_gp41,1.9,16.8,45,108,1,0,1,
,,Shewanella baltica OS195,0,0,NC_009997,YP_001553104.1,FluMu_gp41,FluMu_gp41,1.9,16.8,111,135,0,0,0,
,,Shewanella baltica OS195,0,0,NC_009997,YP_001554760.1,TG_Fam1,TG_Fam1,2.4,16.7,4,21,0,0,0,
,,Shewanella baltica OS195,0,0,NC_009997,YP_001555319.1,FluMu_gp41,FluMu_gp41,0,57.6,8,88,0,0,0,
,,Clostridium phytofermentans ISDg,0,0,NC_010001,YP_001557913.1,XkdN,XkdN,7.30E-42,150.8,2,141,0,0,0,
,,Clostridium phytofermentans ISDg,0,0,NC_010001,YP_001559569.1,TG_Fam5,TG_Fam5,8.4,14.7,158,243,0,0,0,
,,Clostridium phytofermentans ISDg,0,0,NC_010001,YP_001560052.1,XkdN,XkdN,3.78E-44,158.2,3,142,0,0,0,
,,Delftia acidovorans SPH-1,0,0,NC_010002,YP_001562358.1,TG_Fam2,TG_Fam2,0.00000026,39.2,5,133,0,0,0,
,,Delftia acidovorans SPH-1,0,0,NC_010002,YP_001563613.1,FluMu_gp41,FluMu_gp41,0.000000011,43.2,28,108,0,0,0,
,,Delftia acidovorans SPH-1,0,0,NC_010002,YP_001563647.1,FluMu_gp41,FluMu_gp41,0.000000011,43.2,28,108,0,0,0,
,,Delftia acidovorans SPH-1,0,0,NC_010002,YP_001564271.1,DUF1789,DUF1789,0,55.8,11,148,0,0,0,
,,Delftia acidovorans SPH-1,0,0,NC_010002,YP_001565102.1,DUF1789,DUF1789,3.50E-42,152,1,157,0,0,0,
,,Delftia acidovorans SPH-1,0,0,NC_010002,YP_001566762.1,DUF2376,DUF2376,7.5,15.2,91,133,0,0,0,
,,Petrotoga mobilis SJ95,0,0,NC_010003,YP_001567795.1,TG_Fam3,TG_Fam3,5.6,15.1,60,143,0,1,1,
,,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str.",0,0,NC_010067,YP_001570275.1,DUF3356,DUF3356,6.9,14.9,176,267,1,0,1,
,,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str.",0,0,NC_010067,YP_001570275.1,DUF3356,DUF3356,6.9,14.9,463,521,0,1,1,
,,Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001574433.1,TG_Fam1,TG_Fam1,8.1,15,2,18,1,0,1,
,,Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001574433.1,TG_Fam1,TG_Fam1,8.1,15,24,44,0,0,0,
,,Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001575272.1,TG_Fam2,TG_Fam2,0.94,18,3,81,0,0,0,
,,Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001575577.1,DUF2669,DUF2669,5.4,15.2,251,384,0,0,0,
,,Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001575839.1,TH_Fam3,TH_Fam3,0.57,18.1,8,116,0,0,0,
,,Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001576115.1,TIGR01674,TIGR01674,1.6,16.8,725,809,0,1,1,
,,Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001587752.1,DUF3356,DUF3356,7.4,14.8,176,267,1,0,1,
,,Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001587752.1,DUF3356,DUF3356,7.4,14.8,462,521,0,0,0,
,,Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001588370.1,FluMu_gp41,FluMu_gp41,0.00058,28.1,4,88,0,0,0,
,,Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001591436.1,TH_Fam3,TH_Fam3,3.9,15.4,195,281,0,0,0,
,,Enterobacteria phage JS98,Escherichia coli,neg,NC_010105,YP_001595314.1,TG_Fam1,TG_Fam1,0.000033,32.2,123,205,0,0,0,
,,Enterobacteria phage phiEcoM-GJ1,Escherichia coli,neg,NC_010106,YP_001595455.1,U_TG_Cr,U_TG_Cr,0.00075,27.3,15,149,0,0,0,
,,Pseudomonas phage YuA,Pseudomonas aeruginosa,neg,NC_010116,YP_001595890.1,TG_Fam2,TG_Fam2,6.7,15.3,24,131,0,1,1,
,,Coxiella burnetii RSA 331,0,0,NC_010117,YP_001597208.1,DUF3356,DUF3356,0.1,20.8,80,160,1,1,1,
,,Coxiella burnetii RSA 331,0,0,NC_010117,YP_001597208.1,DUF3356,DUF3356,0.1,20.8,209,272,1,1,1,
,,Coxiella burnetii RSA 331,0,0,NC_010117,YP_001597208.1,DUF3356,DUF3356,0.1,20.8,290,349,1,0,1,
,,Coxiella burnetii RSA 331,0,0,NC_010117,YP_001597208.1,DUF3356,DUF3356,0.1,20.8,340,382,0,0,0,
,,Coxiella burnetii RSA 331,0,0,NC_010117,YP_001597436.1,XkdN,XkdN,2.6,16.2,20,128,0,1,1,
,,Candidatus Sulcia muelleri GWSS,glassy-winged sharpshooter,0,NC_010118,YP_001597971.1,TG_Fam5,TG_Fam5,1.2,17.5,58,189,1,0,1,
,,Candidatus Sulcia muelleri GWSS,glassy-winged sharpshooter,0,NC_010118,YP_001597971.1,TG_Fam5,TG_Fam5,1.2,17.5,203,264,0,0,0,
,,Staphylococcus phage phiMR11,Staphylococcus aureus,pos,NC_010147,YP_001604142.1,DUF3647,DUF3647,1.60E-33,123.7,11,127,0,1,1,
,,Yersinia pestis Angola,0,0,NC_010159,YP_001605211.1,TG_Fam1,TG_Fam1,8.9,14.9,10,23,1,1,1,
,,Yersinia pestis Angola,0,0,NC_010159,YP_001605211.1,TG_Fam1,TG_Fam1,8.9,14.9,42,72,1,0,1,
,,Yersinia pestis Angola,0,0,NC_010159,YP_001605211.1,TG_Fam1,TG_Fam1,8.9,14.9,99,112,0,0,0,
,,Yersinia pestis Angola,0,0,NC_010159,YP_001605982.1,FluMu_gp41,FluMu_gp41,0,49.8,9,89,0,1,1,
,,Yersinia pestis Angola,0,0,NC_010159,YP_001606403.1,TG_Fam1,TG_Fam1,0.46,19,2,17,1,0,1,
,,Yersinia pestis Angola,0,0,NC_010159,YP_001606403.1,TG_Fam1,TG_Fam1,0.46,19,19,34,0,0,0,
,,Yersinia pestis Angola,0,0,NC_010159,YP_001606648.1,DUF1789,DUF1789,3.00E-24,94,1,103,0,1,1,
,,Yersinia pestis Angola,0,0,NC_010159,YP_001607808.1,TIGR02216,TIGR02216,9.1,14.7,73,102,1,0,1,
,,Yersinia pestis Angola,0,0,NC_010159,YP_001607808.1,TIGR02216,TIGR02216,9.1,14.7,172,208,0,0,0,
,,Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001608780.1,FluMu_gp41,FluMu_gp41,8.30E-17,69.3,8,82,0,0,0,
,,Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001608941.1,FluMu_gp41,FluMu_gp41,8.30E-17,69.3,8,82,0,0,0,
,,Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001609589.1,FluMu_gp41,FluMu_gp41,0.73,18.2,9,124,0,0,0,
,,Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001609634.1,FluMu_gp41,FluMu_gp41,0.73,18.2,9,124,0,0,0,
,,Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001609743.1,FluMu_gp41,FluMu_gp41,0.73,18.2,9,124,0,0,0,
,,Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001610080.1,FluMu_gp41,FluMu_gp41,0.73,18.2,9,124,0,0,0,
,,Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001610555.1,FluMu_gp41,FluMu_gp41,0.73,18.2,9,124,0,0,0,
,,Sorangium cellulosum So ce56,0,0,NC_010162,YP_001612726.1,TG_Fam1,TG_Fam1,1.20E-20,81.7,125,197,0,0,0,
,,Acholeplasma laidlawii PG-8A,0,0,NC_010163,YP_001620611.1,TG_Fam3,TG_Fam3,0.015,23.4,1,104,0,0,0,
,,Renibacterium salmoninarum ATCC 33209,0,0,NC_010168,YP_001625496.1,TIGR02216,TIGR02216,6.2,15.2,333,375,0,0,0,
,,Bordetella petrii DSM 12804,0,0,NC_010170,YP_001633038.1,FluMu_gp41,FluMu_gp41,0.000041,31.8,30,112,0,0,0,
,,Bordetella petrii DSM 12804,0,0,NC_010170,YP_001633152.1,DUF2669,DUF2669,7.8,14.7,2,77,0,1,1,
,,Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001633973.1,TG_Fam1,TG_Fam1,0.047,22.2,1,15,1,0,1,
,,Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001633973.1,TG_Fam1,TG_Fam1,0.047,22.2,21,49,0,1,1,
,,Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001634323.1,FluMu_gp41,FluMu_gp41,0.041,22.2,711,739,1,1,1,
,,Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001634323.1,FluMu_gp41,FluMu_gp41,0.041,22.2,746,804,1,1,1,
,,Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001634323.1,FluMu_gp41,FluMu_gp41,0.041,22.2,851,910,1,1,1,
,,Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001634323.1,FluMu_gp41,FluMu_gp41,0.041,22.2,882,952,1,1,1,
,,Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001634323.1,FluMu_gp41,FluMu_gp41,0.041,22.2,1187,1214,1,1,1,
,,Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001634323.1,FluMu_gp41,FluMu_gp41,0.041,22.2,1221,1285,1,1,1,
,,Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001634323.1,FluMu_gp41,FluMu_gp41,0.041,22.2,1293,1356,1,1,1,
,,Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001634323.1,FluMu_gp41,FluMu_gp41,0.041,22.2,1364,1427,1,0,1,
,,Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001634323.1,FluMu_gp41,FluMu_gp41,0.041,22.2,1435,1498,0,1,1,
,,Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001634621.1,TG_Fam1,TG_Fam1,2.3,16.7,33,55,1,0,1,
,,Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001634621.1,TG_Fam1,TG_Fam1,2.3,16.7,60,89,0,0,0,
,,Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001635759.1,TG_Fam1,TG_Fam1,1.20E-17,72.1,104,168,0,1,1,
,,Methylobacterium extorquens PA1,0,0,NC_010172,YP_001638895.1,DUF2376,DUF2376,0.00000000075,47.2,29,72,1,0,1,
,,Methylobacterium extorquens PA1,0,0,NC_010172,YP_001638895.1,TIGR02216,TIGR02216,0.0000000094,43.5,15,73,0,0,0,
,,Methylobacterium extorquens PA1,0,0,NC_010172,YP_001638896.1,DUF3356,DUF3356,4.10E-24,92.7,5,104,0,1,1,
,,Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001646124.1,U_Phage_TAC_13,U_Phage_TAC_13,6.8,15.4,176,265,1,0,1,
,,Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001646124.1,U_Phage_TAC_13,U_Phage_TAC_13,6.8,15.4,304,393,0,0,0,
,,Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001646222.1,TG_Fam3,TG_Fam3,5.30E-19,76.7,1,120,0,0,0,
,,Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001646382.1,TG_Fam3,TG_Fam3,1.20E-20,82,1,120,0,1,1,
,,Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001646788.1,XkdN,XkdN,0.58,18.3,117,217,1,0,1,
,,Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001646788.1,XkdN,XkdN,0.58,18.3,226,255,0,0,0,
,,Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001647170.1,TG_Fam6,TG_Fam6,7.9,14.9,11,91,0,0,0,
,,Vibrio phage kappa,Vibrio cholerae,neg,NC_010275,YP_001650901.1,DUF2765,DUF2765,4.10E-26,99.1,110,192,0,0,0,
,,Actinobacillus pleuropneumoniae serovar 3 str. JL03,0,0,NC_010278,YP_001651707.1,TG_Fam1,TG_Fam1,4.3,15.9,557,616,0,1,1,
,,Actinobacillus pleuropneumoniae serovar 3 str. JL03,0,0,NC_010278,YP_001652088.1,TIGR02216,TIGR02216,2.5,16.5,13,33,1,0,1,
,,Actinobacillus pleuropneumoniae serovar 3 str. JL03,0,0,NC_010278,YP_001652088.1,TIGR02216,TIGR02216,2.5,16.5,122,158,0,1,1,
,,Chlamydia trachomatis 434/Bu,0,0,NC_010287,YP_001654689.1,DUF3647,DUF3647,9,14.9,28,95,1,0,1,
,,Chlamydia trachomatis 434/Bu,0,0,NC_010287,YP_001654689.1,DUF3647,DUF3647,9,14.9,92,156,0,0,0,
,,Microcystis aeruginosa NIES-843,0,0,NC_010296,YP_001656952.1,DUF2765,DUF2765,1.8,16.9,91,141,0,0,0,
,,Thermoanaerobacter sp. X514,0,0,NC_010320,YP_001662891.1,TG_Fam8,TG_Fam8,0,206.3,1,127,0,0,0,
,,Thermoanaerobacter sp. X514,0,0,NC_010320,YP_001663304.1,DUF1268,DUF1268,7.8,15.3,29,119,0,0,0,
,,Thermoanaerobacter pseudethanolicus ATCC 33223,0,0,NC_010321,YP_001665236.1,DUF1268,DUF1268,7.8,15.3,29,119,0,0,0,
,,Pseudomonas putida GB-1,0,0,NC_010322,YP_001667458.1,FluMu_gp41,FluMu_gp41,0,59.5,17,94,0,0,0,
,,Pseudomonas putida GB-1,0,0,NC_010322,YP_001669634.1,DUF1789,DUF1789,1.20E-40,147,1,127,0,0,0,
,,Pseudomonas phage LUZ24,Pseudomonas aeruginosa,neg,NC_010325,YP_001671936.1,DUF1268,DUF1268,4.6,16,86,168,0,0,0,
,,Shewanella halifaxensis HAW-EB4,0,0,NC_010334,YP_001673561.1,DUF2765,DUF2765,6.20E-30,111.4,5,87,0,0,0,
,,Shewanella halifaxensis HAW-EB4,0,0,NC_010334,YP_001674238.1,TG_Fam1,TG_Fam1,3.2,16.3,4,25,0,0,0,
,,Francisella philomiragia subsp. philomiragia ATCC 25017,0,0,NC_010336,YP_001677789.1,TH_Fam3,TH_Fam3,7.2,14.5,84,178,0,0,0,
,,Francisella philomiragia subsp. philomiragia ATCC 25017,0,0,NC_010336,YP_001678215.1,U_TG_Cr,U_TG_Cr,2.5,15.8,31,128,0,0,0,
,,Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681394.1,TG_Fam8,TG_Fam8,0,207.5,1,127,0,0,0,
,,Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681487.1,TG_Fam8,TG_Fam8,0,201.5,1,127,0,1,1,
,,Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681502.1,TG_Fam1,TG_Fam1,0.36,19.3,144,167,1,0,1,
,,Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681502.1,TG_Fam1,TG_Fam1,0.36,19.3,188,204,0,1,1,
,,Caulobacter sp. K31,0,0,NC_010338,YP_001683449.1,TG_Fam1,TG_Fam1,6.10E-18,73.1,22,87,1,0,1,
,,Caulobacter sp. K31,0,0,NC_010338,YP_001683449.1,TG_Fam1,TG_Fam1,6.10E-18,73.1,130,198,0,1,1,
,,Caulobacter sp. K31,0,0,NC_010338,YP_001684583.1,TIGR02216,TIGR02216,9.1,14.7,57,87,1,0,1,
,,Caulobacter sp. K31,0,0,NC_010338,YP_001684583.1,TIGR02216,TIGR02216,9.1,14.7,191,252,0,1,1,
,,Caulobacter sp. K31,0,0,NC_010338,YP_001685531.1,DUF2376,DUF2376,0.0000000004,48,25,66,1,0,1,
,,Caulobacter sp. K31,0,0,NC_010338,YP_001685531.1,TIGR02216,TIGR02216,0.0000000059,44.1,12,67,0,0,0,
,,Caulobacter sp. K31,0,0,NC_010338,YP_001685532.1,DUF3356,DUF3356,0.0000000003,48.2,13,101,0,1,1,
,,Halomonas phage phiHAP-1,Halomonas aquamarina,neg,NC_010342,YP_001686758.1,FluMu_gp41,FluMu_gp41,4.90E-17,70,22,116,1,0,1,
,,Halomonas phage phiHAP-1,Halomonas aquamarina,neg,NC_010342,YP_001686758.1,FluMu_gp41,FluMu_gp41,4.90E-17,70,136,211,0,0,0,
,,Streptococcus phage 858,Streptococcus thermophilus,pos,NC_010353,YP_001686811.1,DUF3647,DUF3647,2.50E-26,100.5,3,114,0,0,0,
,,Finegoldia magna ATCC 29328,0,0,NC_010376,YP_001691878.1,TG_Fam11,TG_Fam11,0.81,18.1,1,92,0,0,0,
,,Streptococcus pneumoniae Hungary19A-6,0,0,NC_010380,YP_001695089.1,TG_Fam1,TG_Fam1,1.9,17,1,19,0,0,0,
,,Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001697505.1,XkdN,XkdN,1.40E-45,162.7,3,143,0,0,0,
,,Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001698703.1,XkdN,XkdN,0.0000016,36.4,1,41,0,0,0,
,,Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001698704.1,XkdN,XkdN,0.00047,28.4,1,54,0,0,0,
,,Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001699365.1,FluMu_gp41,FluMu_gp41,0.00085,27.6,44,130,0,1,1,
,,Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001699691.1,DUF2669,DUF2669,6.6,14.9,4,94,1,1,1,
,,Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001699691.1,DUF2669,DUF2669,6.6,14.9,152,243,1,0,1,
,,Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001699691.1,DUF2669,DUF2669,6.6,14.9,207,276,0,0,0,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001706560.1,U_Phage_TAC_13,U_Phage_TAC_13,9.20E-29,108,7,120,0,0,0,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001707058.1,TG_Fam3,TG_Fam3,1.2,17.3,73,170,0,1,1,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001707704.1,U_TG_Cr,U_TG_Cr,9.4,14,19,74,1,0,1,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001707704.1,U_TG_Cr,U_TG_Cr,9.4,14,58,151,0,0,0,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001707961.1,FluMu_gp41,FluMu_gp41,0.000000004,44.7,29,109,0,0,0,
,,Clavibacter michiganensis subsp. sepedonicus,0,0,NC_010407,YP_001710712.1,TIGR02216,TIGR02216,4.5,15.7,361,405,0,0,0,
,,Acinetobacter baumannii AYE,0,0,NC_010410,YP_001712526.1,FluMu_gp41,FluMu_gp41,0.0000000026,45.3,20,99,0,0,0,
,,Acinetobacter baumannii AYE,0,0,NC_010410,YP_001713468.1,TG_Fam3,TG_Fam3,1.2,17.3,72,170,0,0,0,
,,Candidatus Desulforudis audaxviator MP104C,0,0,NC_010424,YP_001717000.1,TG_Fam8,TG_Fam8,7,14.5,249,344,0,1,1,
,,Candidatus Desulforudis audaxviator MP104C,0,0,NC_010424,YP_001718136.1,TG_Fam1,TG_Fam1,0.034,22.6,32,52,1,0,1,
,,Candidatus Desulforudis audaxviator MP104C,0,0,NC_010424,YP_001718136.1,TG_Fam1,TG_Fam1,0.034,22.6,58,80,0,0,0,
,,Salmonella phage Fels-2,Salmonella typhimurium LT2,neg,NC_010463,YP_001718722.1,FluMu_gp41,FluMu_gp41,0,54.6,9,89,0,1,1,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001719085.1,TG_Fam1,TG_Fam1,7.7,15.1,10,23,1,1,1,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001719085.1,TG_Fam1,TG_Fam1,7.7,15.1,42,72,1,0,1,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001719085.1,TG_Fam1,TG_Fam1,7.7,15.1,99,112,0,0,0,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001719663.1,DUF2765,DUF2765,1.10E-24,94.5,7,88,0,1,1,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001720238.1,TG_Fam1,TG_Fam1,0.46,19,2,17,1,0,1,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001720238.1,TG_Fam1,TG_Fam1,0.46,19,19,34,0,1,1,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001720514.1,TG_Fam1,TG_Fam1,0.13,20.8,11,30,1,0,1,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001720514.1,TG_Fam1,TG_Fam1,0.13,20.8,28,47,0,0,0,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001721032.1,FluMu_gp41,FluMu_gp41,0.0000000021,45.5,24,104,0,0,0,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001721079.1,FluMu_gp41,FluMu_gp41,0.0000000021,45.5,24,104,0,0,0,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001721546.1,FluMu_gp41,FluMu_gp41,0,49.8,9,89,0,0,0,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001721844.1,FluMu_gp41,FluMu_gp41,0.000000069,40.7,9,89,0,1,1,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001722072.1,TIGR02216,TIGR02216,9.1,14.7,73,102,1,0,1,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001722072.1,TIGR02216,TIGR02216,9.1,14.7,172,208,0,1,1,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001723368.1,TG_Fam1,TG_Fam1,7.4,15.1,7,24,1,0,1,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001723368.1,TG_Fam1,TG_Fam1,7.4,15.1,29,45,0,0,0,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001723730.1,U_Phage_TAC_1,U_Phage_TAC_1,5.1,15.4,10,93,0,1,1,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725069.1,Phage_lambd_GpG,Phage_lambd_GpG,0,186.3,1,126,1,0,1,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725069.1,TIGR01674,TIGR01674,0,200.6,1,136,0,0,0,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725227.1,TG_Fam1,TG_Fam1,8.1,15,41,141,0,1,1,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725326.1,DUF3356,DUF3356,2.8,16.2,176,267,1,0,1,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725326.1,DUF3356,DUF3356,2.8,16.2,466,520,0,0,0,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725709.1,FluMu_gp41,FluMu_gp41,0,55.7,9,89,0,0,0,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001726374.1,DUF3356,DUF3356,4.5,15.5,67,166,0,0,0,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001726655.1,U_Phage_TAC_1,U_Phage_TAC_1,5.1,15.4,10,93,0,0,0,
,,Leuconostoc citreum KM20,0,0,NC_010471,YP_001728319.1,DUF1268,DUF1268,0.000025,33,6,128,0,1,1,
,,Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001730260.1,DUF3356,DUF3356,2.8,16.2,176,267,1,0,1,
,,Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001730260.1,DUF3356,DUF3356,2.8,16.2,466,520,0,0,0,
,,Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001730389.1,TG_Fam1,TG_Fam1,8.7,14.9,41,141,0,1,1,
,,Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001732187.1,TG_Fam1,TG_Fam1,7.4,15.1,7,24,1,0,1,
,,Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001732187.1,TG_Fam1,TG_Fam1,7.4,15.1,29,45,0,1,1,
,,Thermotoga sp. RQ2,0,0,NC_010483,YP_001738523.1,TG_Fam1,TG_Fam1,1.3,17.5,1,19,1,0,1,
,,Thermotoga sp. RQ2,0,0,NC_010483,YP_001738523.1,TG_Fam1,TG_Fam1,1.3,17.5,21,45,0,0,0,
