,,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*
,,Xylella fastidiosa M23,0,0,NC_010577,YP_001829961.1,TM-P2,TM-P2,0.3,19.2,415,578,1,0,1
,,Xylella fastidiosa M23,0,0,NC_010577,YP_001829961.1,TM_Fam1,TM_Fam1,3.50E-42,153.2,1,249,0,0,0
,,Xylella fastidiosa M23,0,0,NC_010577,YP_001829961.1,TM_Fam1,TM_Fam1,3.50E-42,153.2,338,582,0,0,0
,,Xylella fastidiosa M23,0,0,NC_010577,YP_001830875.1,TM_Fam1,TM_Fam1,0.000058,31.1,1,85,0,0,0
,,Xylella fastidiosa M23,0,0,NC_010577,YP_001830875.1,TM_Fam1,TM_Fam1,0.000058,31.1,286,405,0,0,0
,,Beijerinckia indica subsp. indica ATCC 9039,0,0,NC_010581,YP_001832022.1,TM_Fam9,TM_Fam9,2.1,16.7,49,72,0,0,0
,,Beijerinckia indica subsp. indica ATCC 9039,0,0,NC_010581,YP_001834271.1,TIGR02675,TIGR02675,8.4,14.9,60,114,0,0,0
,,Streptococcus pneumoniae CGSP14,0,0,NC_010582,YP_001835243.1,TIGR01760,TIGR01760,0.74,17.1,6,121,0,0,0
,,Streptococcus pneumoniae CGSP14,0,0,NC_010582,YP_001835307.1,U_TM_T4-CPX,U_TM_T4-CPX,0.0018,24.9,110,214,0,0,0
,,Lactobacillus reuteri JCM 1112,0,0,NC_010609,YP_001841793.1,TIGR02675,TIGR02675,0.24,19.8,260,339,0,0,0
,,Lactobacillus reuteri JCM 1112,0,0,NC_010609,YP_001841978.1,U_TM_ViI,U_TM_ViI,9.4,13.1,2,137,0,0,0
,,Lactobacillus reuteri JCM 1112,0,0,NC_010609,YP_001842050.1,TIGR02675,TIGR02675,0.00000091,37.2,379,449,0,0,0
,,Lactobacillus reuteri JCM 1112,0,0,NC_010609,YP_001842228.1,U_TM_T4-CPX,U_TM_T4-CPX,0.67,16.4,9,124,0,0,0
,,Lactobacillus fermentum IFO 3956,0,0,NC_010610,YP_001843294.1,TIGR02675,TIGR02675,0.0011,27.3,411,485,0,0,0
,,Lactobacillus fermentum IFO 3956,0,0,NC_010610,YP_001843294.1,U_TM_CT-IMP,U_TM_CT-IMP,0.14,20,1287,1318,0,0,0
,,Lactobacillus fermentum IFO 3956,0,0,NC_010610,YP_001843501.1,U_TM_T4-PS,U_TM_T4-PS,1.9,16.7,5,149,0,0,0
,,Lactobacillus fermentum IFO 3956,0,0,NC_010610,YP_001844323.1,U_TM_T4-CPX,U_TM_T4-CPX,0.83,16.1,2,66,0,0,0
,,Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001845060.1,TM-P2,TM-P2,4.5,15.4,3,93,0,0,0
,,Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001845719.1,TIGR02675,TIGR02675,4.90E-22,86.1,137,211,0,1,1
,,Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001847376.1,TM_Fam1,TM_Fam1,8.8,14.1,1865,2012,1,1,1
,,Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001847376.1,TM_Fam1,TM_Fam1,8.8,14.1,2683,2738,1,1,1
,,Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001847376.1,TM_Fam1,TM_Fam1,8.8,14.1,2804,3052,1,0,1
,,Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001847376.1,TM_Fam1,TM_Fam1,8.8,14.1,3115,3181,0,0,0
,,Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001847376.1,TM_Fam1,TM_Fam1,8.8,14.1,3318,3401,0,0,0
,,Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001847382.1,TIGR02675,TIGR02675,8.70E-22,85.3,137,211,0,0,0
,,Mycobacterium marinum M,0,0,NC_010612,YP_001848818.1,TIGR02675,TIGR02675,6.5,15.2,348,385,0,0,0
,,Mycobacterium marinum M,0,0,NC_010612,YP_001849086.1,TM_Fam1,TM_Fam1,2.2,16.1,422,578,0,0,0
,,Kocuria rhizophila DC2201,0,0,NC_010617,YP_001853860.1,TM_Fam16,TM_Fam16,8.8,14.4,26,57,0,0,0
,,Kocuria rhizophila DC2201,0,0,NC_010617,YP_001853860.1,TM_Fam16,TM_Fam16,8.8,14.4,77,110,0,0,0
,,Kocuria rhizophila DC2201,0,0,NC_010617,YP_001854762.1,TIGR02675,TIGR02675,0.00000026,38.9,102,164,0,0,0
,,Kocuria rhizophila DC2201,0,0,NC_010617,YP_001854762.1,TIGR02675,TIGR02675,0.00000026,38.9,284,354,0,0,0
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001863991.1,TM-Lam,TM-Lam,7.1,14.7,402,519,0,1,1
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001864769.1,TM_Fam10,TM_Fam10,0.0031,25.6,1166,1197,1,1,1
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001864769.1,TM_Fam7,TM_Fam7,0.12,20.7,1167,1193,1,1,1
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001864769.1,TM_Fam9,TM_Fam9,2.7,16.4,1170,1193,1,0,1
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001864769.1,TM_Fam5,TM_Fam5,0.015,23.5,1167,1194,0,0,0
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001864769.1,U_TM_CT-DMS3,U_TM_CT-DMS3,0.0046,25,922,955,0,0,0
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001864771.1,TM_Fam5,TM_Fam5,9.5,14.7,46,73,0,1,1
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001865057.1,TM_Fam10,TM_Fam10,0.00000078,37.2,483,514,1,1,1
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001865057.1,TM_Fam7,TM_Fam7,0.00086,27.5,484,511,1,1,1
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001865057.1,TM_Fam9,TM_Fam9,0.00027,29,13,25,1,0,1
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001865057.1,TM_Fam9,TM_Fam9,0.00027,29,487,511,0,0,0
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001865057.1,TM_Fam5,TM_Fam5,0.0037,25.5,484,511,0,0,0
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001865077.1,TM-P2,TM-P2,0.19,19.9,149,399,0,0,0
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001866084.1,TM-P2,TM-P2,1.60E-16,69.1,200,404,0,0,0
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001868209.1,TM-Lam,TM-Lam,0.33,19.1,9,116,0,0,0
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001869815.1,TM-P2,TM-P2,6.1,15,122,196,0,0,0
,,Yersinia pseudotuberculosis PB1/+,0,0,NC_010634,YP_001871227.1,TM_Fam1,TM_Fam1,0.58,18,110,280,0,0,0
,,Yersinia pseudotuberculosis PB1/+,0,0,NC_010634,YP_001871802.1,TM-P2,TM-P2,4.4,15.4,70,217,0,0,0
,,Yersinia pseudotuberculosis PB1/+,0,0,NC_010634,YP_001871802.1,TM_Fam1,TM_Fam1,0.0000000025,45.4,7,302,0,0,0
,,Yersinia pseudotuberculosis PB1/+,0,0,NC_010634,YP_001872297.1,TM-P2,TM-P2,5.04E-44,158.9,240,435,0,0,0
,,Yersinia pseudotuberculosis PB1/+,0,0,NC_010634,YP_001872297.1,TIGR01760,TIGR01760,0,296.5,199,545,0,0,0
,,Yersinia pseudotuberculosis PB1/+,0,0,NC_010634,YP_001873695.1,TM-P2,TM-P2,7.00E-17,70.3,83,284,0,0,0
,,Yersinia pseudotuberculosis PB1/+,0,0,NC_010634,YP_001873695.1,TIGR01760,TIGR01760,0,53.2,48,389,0,0,0
,,Yersinia pseudotuberculosis PB1/+,0,0,NC_010634,YP_001873983.1,TM-P2,TM-P2,1.10E-17,72.9,83,284,0,0,0
,,Yersinia pseudotuberculosis PB1/+,0,0,NC_010634,YP_001873983.1,TIGR01760,TIGR01760,0.00000000017,48.8,46,389,0,0,0
,,Elusimicrobium minutum Pei191,0,0,NC_010644,YP_001875968.1,TIGR01541,TIGR01541,1.5,16.2,47,145,0,0,0
,,Akkermansia muciniphila ATCC BAA-835,0,0,NC_010655,YP_001876922.1,U_TM_ViI,U_TM_ViI,3.4,14.6,24,169,0,0,0
,,Akkermansia muciniphila ATCC BAA-835,0,0,NC_010655,YP_001877953.1,TIGR02675,TIGR02675,0.0061,24.9,152,221,0,1,1
,,Shigella boydii CDC 3083-94,0,0,NC_010658,YP_001879574.1,TM-Lam,TM-Lam,1.30E-43,157.6,49,114,1,1,1
,,Shigella boydii CDC 3083-94,0,0,NC_010658,YP_001879574.1,TM-Lam,TM-Lam,1.30E-43,157.6,131,294,1,0,1
,,Shigella boydii CDC 3083-94,0,0,NC_010658,YP_001879574.1,TIGR01541,TIGR01541,0,365.5,488,830,0,0,0
,,Shigella boydii CDC 3083-94,0,0,NC_010658,YP_001879574.1,U_TM-PNJ,U_TM-PNJ,1.90E-16,68,54,121,0,1,1
,,Shigella boydii CDC 3083-94,0,0,NC_010658,YP_001880074.1,TM-Lam,TM-Lam,0,230.9,49,258,1,1,1
,,Shigella boydii CDC 3083-94,0,0,NC_010658,YP_001880074.1,TIGR01541,TIGR01541,0,393,319,461,1,0,1
,,Shigella boydii CDC 3083-94,0,0,NC_010658,YP_001880074.1,TIGR01541,TIGR01541,0,393,475,817,0,0,0
,,Shigella boydii CDC 3083-94,0,0,NC_010658,YP_001880074.1,U_TM-PNJ,U_TM-PNJ,1.70E-22,87.4,54,140,0,1,1
,,Shigella boydii CDC 3083-94,0,0,NC_010658,YP_001880961.1,TM-P2,TM-P2,5.90E-25,96.6,4,145,1,0,1
,,Shigella boydii CDC 3083-94,0,0,NC_010658,YP_001880961.1,TM-P2,TM-P2,5.90E-25,96.6,244,457,0,0,0
,,Shigella boydii CDC 3083-94,0,0,NC_010658,YP_001880961.1,TIGR01760,TIGR01760,0,312.4,199,567,0,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001884323.1,TM-Lam,TM-Lam,0.74,17.9,59,141,1,0,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001884323.1,TM-Lam,TM-Lam,0.74,17.9,157,278,0,0,0
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001884323.1,TM-Lam,TM-Lam,0.74,17.9,254,320,0,0,0
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001884354.1,TM-Lam,TM-Lam,0.41,18.8,7,98,0,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001885155.1,TM-P2,TM-P2,3.60E-30,113.7,242,438,1,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001885155.1,TM-P2,TM-P2,3.60E-30,113.7,437,603,1,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001885155.1,TIGR01760,TIGR01760,3.30E-35,130,204,549,1,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001885155.1,TM-SPP1,TM-SPP1,0,51.4,5,308,1,0,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001885155.1,TM-SPP1,TM-SPP1,0,51.4,446,635,0,0,0
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001885155.1,TM-SPP1,TM-SPP1,0,51.4,676,1082,0,0,0
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886126.1,TIGR02675,TIGR02675,0.2,20.1,48,106,0,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886438.1,TM-P2,TM-P2,7.70E-39,142,202,418,1,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886438.1,TIGR01760,TIGR01760,0,189.5,153,490,1,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886438.1,TIGR01760,TIGR01760,0,189.5,433,580,1,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886438.1,TIGR01760,TIGR01760,0,189.5,1059,1139,1,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886438.1,TM_Fam1,TM_Fam1,0.000038,31.7,1,246,1,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886438.1,TM_Fam1,TM_Fam1,0.000038,31.7,190,564,1,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886438.1,U_TM_TP-C,U_TM_TP-C,0.011,24.3,730,766,1,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886438.1,U_TM_TP-C,U_TM_TP-C,0.011,24.3,755,787,1,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886438.1,U_TM_TP-C,U_TM_TP-C,0.011,24.3,873,905,1,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886438.1,U_TM_TP-C,U_TM_TP-C,0.011,24.3,935,970,1,0,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886438.1,U_TM_TP-C,U_TM_TP-C,0.011,24.3,1012,1047,0,0,0
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886438.1,U_TM_TP-C,U_TM_TP-C,0.011,24.3,1066,1096,0,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886912.1,TM-P2,TM-P2,0,170.1,155,361,1,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886912.1,TIGR01760,TIGR01760,0,257,116,468,1,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886912.1,TM_Fam1,TM_Fam1,0.000000003,45.2,1,186,1,1,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886912.1,TM_Fam1,TM_Fam1,0.000000003,45.2,175,447,1,0,1
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886912.1,TM_Fam1,TM_Fam1,0.000000003,45.2,437,660,0,0,0
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886912.1,TM_Fam1,TM_Fam1,0.000000003,45.2,644,831,0,0,0
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001887171.1,TM-Lam,TM-Lam,6.7,14.8,233,327,0,0,0
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001887171.1,TM-Lam,TM-Lam,6.7,14.8,371,495,0,0,0
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001887182.1,TM-P2,TM-P2,0.43,18.7,207,415,0,0,0
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001887398.1,TM-P2,TM-P2,4.4,15.4,346,518,0,0,0
,,Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001887398.1,TM-P2,TM-P2,4.4,15.4,500,647,0,0,0
,,Francisella tularensis subsp. mediasiatica FSC147,0,0,NC_010677,YP_001891873.1,U_TM2675motif,U_TM2675motif,5.2,15.8,275,330,0,0,0
,,Francisella tularensis subsp. mediasiatica FSC147,0,0,NC_010677,YP_001892279.1,TIGR02675,TIGR02675,2,16.9,50,114,0,0,0
,,Xanthomonas campestris pv. campestris str. B100,0,0,NC_010688,YP_001904295.1,TIGR02675,TIGR02675,5.1,15.6,2,57,0,1,1
,,Erwinia tasmaniensis Et1/99,0,0,NC_010694,YP_001906536.1,TM-P2,TM-P2,3.10E-28,107.3,3,127,1,1,1
,,Erwinia tasmaniensis Et1/99,0,0,NC_010694,YP_001906536.1,TM-P2,TM-P2,3.10E-28,107.3,241,448,1,0,1
,,Erwinia tasmaniensis Et1/99,0,0,NC_010694,YP_001906536.1,TIGR01760,TIGR01760,0,195.8,199,558,0,0,0
,,Erwinia tasmaniensis Et1/99,0,0,NC_010694,YP_001906536.1,U_TM_TP-C,U_TM_TP-C,0.00038,29,724,763,0,0,0
,,Erwinia tasmaniensis Et1/99,0,0,NC_010694,YP_001907330.1,TM_Fam14,TM_Fam14,9.5,14.9,305,343,0,0,0
,,Erwinia tasmaniensis Et1/99,0,0,NC_010694,YP_001907330.1,TM_Fam14,TM_Fam14,9.5,14.9,447,471,0,0,0
,,Helicobacter pylori Shi470,0,0,NC_010698,YP_001910180.1,TIGR01760,TIGR01760,0.71,17.1,359,466,0,0,0
,,Helicobacter pylori Shi470,0,0,NC_010698,YP_001910359.1,TIGR01760,TIGR01760,8.7,13.5,6,128,0,1,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001911730.1,U_TM_ViI,U_TM_ViI,6.5,13.6,7,94,1,1,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001911730.1,U_TM_ViI,U_TM_ViI,6.5,13.6,87,213,1,1,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001911730.1,U_TM_ViI,U_TM_ViI,6.5,13.6,326,414,1,1,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001911730.1,U_TM_ViI,U_TM_ViI,6.5,13.6,357,484,1,0,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001911730.1,U_TM_ViI,U_TM_ViI,6.5,13.6,529,619,0,0,0
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001911730.1,U_TM_ViI,U_TM_ViI,6.5,13.6,595,681,0,1,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001913484.1,U_TM_ViI,U_TM_ViI,2.3,15.1,6,83,1,1,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001913484.1,U_TM_ViI,U_TM_ViI,2.3,15.1,82,174,1,1,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001913484.1,U_TM_ViI,U_TM_ViI,2.3,15.1,156,243,1,1,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001913484.1,U_TM_ViI,U_TM_ViI,2.3,15.1,186,281,1,1,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001913484.1,U_TM_ViI,U_TM_ViI,2.3,15.1,359,480,1,1,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001913484.1,U_TM_ViI,U_TM_ViI,2.3,15.1,496,566,1,1,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001913484.1,U_TM_ViI,U_TM_ViI,2.3,15.1,527,613,1,0,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001913484.1,U_TM_ViI,U_TM_ViI,2.3,15.1,598,671,0,0,0
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001913484.1,U_TM_ViI,U_TM_ViI,2.3,15.1,665,726,0,1,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001914571.1,TM-P2,TM-P2,6.40E-34,125.9,232,436,1,1,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001914571.1,TIGR01760,TIGR01760,0,234.5,193,547,1,1,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001914571.1,TM-SPP1,TM-SPP1,0.00032,26.5,16,215,1,1,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001914571.1,TM-SPP1,TM-SPP1,0.00032,26.5,705,885,1,0,1
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001914571.1,U_TM_TP-C,U_TM_TP-C,1.8,17.2,790,857,0,0,0
,,Xanthomonas oryzae pv. oryzae PXO99A,0,0,NC_010717,YP_001914571.1,U_TM_TP-C,U_TM_TP-C,1.8,17.2,840,878,0,0,0
,,Natranaerobius thermophilus JW/NM-WN-LF,0,0,NC_010718,YP_001916203.1,TM_Fam3,TM_Fam3,8.3,14.6,1,101,0,1,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001919507.1,TM-Lam,TM-Lam,0.82,17.8,60,142,1,0,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001919507.1,TM-Lam,TM-Lam,0.82,17.8,188,283,0,0,0
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001919507.1,TM-Lam,TM-Lam,0.82,17.8,256,356,0,0,0
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001919539.1,TM-Lam,TM-Lam,1.5,16.9,8,98,0,0,0
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001920288.1,TM-phiC2,TM-phiC2,0,353.1,2,328,0,0,0
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001920288.1,TM-phiC2,TM-phiC2,0,353.1,329,649,0,0,0
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921102.1,U_TM_CT-IMP,U_TM_CT-IMP,0.0054,24.5,621,669,0,1,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921489.1,TM-P2,TM-P2,3.80E-39,143,202,415,1,1,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921489.1,TM-P2,TM-P2,3.80E-39,143,402,551,1,1,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921489.1,TIGR01760,TIGR01760,0,191.4,153,447,1,1,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921489.1,TIGR01760,TIGR01760,0,191.4,433,580,1,1,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921489.1,TIGR01760,TIGR01760,0,191.4,1061,1141,1,1,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921489.1,TM_Fam1,TM_Fam1,0.0000064,34.2,1,250,1,1,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921489.1,TM_Fam1,TM_Fam1,0.0000064,34.2,190,564,1,1,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921489.1,TM-phiC2,TM-phiC2,0.00001,32.8,261,766,1,1,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921489.1,U_TM_TP-C,U_TM_TP-C,0.16,20.5,732,768,1,1,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921489.1,U_TM_TP-C,U_TM_TP-C,0.16,20.5,757,789,1,1,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921489.1,U_TM_TP-C,U_TM_TP-C,0.16,20.5,875,907,1,1,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921489.1,U_TM_TP-C,U_TM_TP-C,0.16,20.5,936,972,1,0,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921489.1,U_TM_TP-C,U_TM_TP-C,0.16,20.5,1014,1049,0,0,0
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921489.1,U_TM_TP-C,U_TM_TP-C,0.16,20.5,1068,1098,0,0,0
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001922113.1,TM-Lam,TM-Lam,1.2,17.2,221,331,0,0,0
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001922113.1,TM-Lam,TM-Lam,1.2,17.2,377,495,0,0,0
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001922331.1,TM-P2,TM-P2,0.22,19.6,335,520,0,0,0
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001922331.1,TM-P2,TM-P2,0.22,19.6,502,655,0,1,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001922645.1,TM-P2,TM-P2,2.8,16.1,335,490,1,0,1
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001922645.1,TM-P2,TM-P2,2.8,16.1,492,612,0,0,0
,,Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001922645.1,TM-P2,TM-P2,2.8,16.1,533,673,0,0,0
,,Methylobacterium populi BJ001,0,0,NC_010725,YP_001923919.1,TIGR02675,TIGR02675,1.6,17.1,114,159,0,0,0
,,Methylobacterium populi BJ001,0,0,NC_010725,YP_001923919.1,TIGR02675,TIGR02675,1.6,17.1,245,303,0,1,1
,,Methylobacterium populi BJ001,0,0,NC_010725,YP_001924120.1,TIGR01541,TIGR01541,0.0012,26.3,12,179,1,0,1
,,Methylobacterium populi BJ001,0,0,NC_010725,YP_001924120.1,TM_Fam3,TM_Fam3,0,207.9,1,208,0,0,0
,,Methylobacterium populi BJ001,0,0,NC_010725,YP_001924120.1,U_TM_CT-IMP,U_TM_CT-IMP,0,55.4,118,163,0,1,1
,,Methylobacterium populi BJ001,0,0,NC_010725,YP_001925365.1,TIGR02675,TIGR02675,3.90E-18,73.6,177,251,1,0,1
,,Methylobacterium populi BJ001,0,0,NC_010725,YP_001925365.1,TIGR02675,TIGR02675,3.90E-18,73.6,1349,1391,0,0,0
,,Methylobacterium populi BJ001,0,0,NC_010725,YP_001925365.1,U_TM2675motif,U_TM2675motif,0.0016,27,116,185,0,0,0
,,Methylobacterium populi BJ001,0,0,NC_010725,YP_001926882.1,TIGR01541,TIGR01541,0.000029,31.6,2,95,0,0,0
,,Methylobacterium populi BJ001,0,0,NC_010725,YP_001926882.1,U_TM_CT-DMS3,U_TM_CT-DMS3,9.4,14.4,33,60,0,0,0
,,Methylobacterium populi BJ001,0,0,NC_010725,YP_001927548.1,TM-Lam,TM-Lam,3.5,15.7,3,62,0,0,0
,,Methylobacterium populi BJ001,0,0,NC_010725,YP_001927548.1,TM-Lam,TM-Lam,3.5,15.7,55,126,0,0,0
,,Sulfurihydrogenibium sp. YO3AOP1,0,0,NC_010730,YP_001930812.1,TM-Lam,TM-Lam,0.12,20.5,21,162,0,0,0
,,Sulfurihydrogenibium sp. YO3AOP1,0,0,NC_010730,YP_001931103.1,TM-P2,TM-P2,2.5,16.2,281,373,0,0,0
,,Mycobacterium phage BPs,Mycobacterium smegmatis,myc,NC_010762,YP_001936044.1,TIGR02675,TIGR02675,0.035,22.5,218,288,0,0,0
,,Mycobacterium phage BPs,Mycobacterium smegmatis,myc,NC_010762,YP_001936044.1,U_TM_CT-DMS3,U_TM_CT-DMS3,0.0000000015,45.8,872,916,0,0,0
,,Mycobacterium phage Adjutor,Mycobacterium smegmatis,myc,NC_010763,YP_001936119.1,U_TM_TP-C,U_TM_TP-C,0.92,18.1,694,742,0,0,0
,,Mycobacterium phage Adjutor,Mycobacterium smegmatis,myc,NC_010763,YP_001936119.1,U_TM_TP-C,U_TM_TP-C,0.92,18.1,746,778,0,0,0
,,Chlorobium limicola DSM 245,0,0,NC_010803,YP_001944149.1,TM-Lam,TM-Lam,0.19,19.9,19,128,0,1,1
,,Burkholderia multivorans ATCC 17616,0,0,NC_010805,YP_001948063.1,TM-SPP1,TM-SPP1,1.2,14.7,57,232,1,1,1
,,Burkholderia multivorans ATCC 17616,0,0,NC_010805,YP_001948063.1,TM-SPP1,TM-SPP1,1.2,14.7,453,676,1,0,1
,,Burkholderia multivorans ATCC 17616,0,0,NC_010805,YP_001948063.1,TM-SPP1,TM-SPP1,1.2,14.7,726,841,0,0,0
