,,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,,31
,,Delftia acidovorans SPH-1,0,0,NC_010002,YP_001564270.1,TT_Fam4,TT_Fam4,0.11,20.5,14,212,0,0,0,
,,Delftia acidovorans SPH-1,0,0,NC_010002,YP_001564466.1,TT_Fam3,TT_Fam3,1.70E-17,72.3,2,232,0,1,1,
,,Delftia acidovorans SPH-1,0,0,NC_010002,YP_001565103.1,CF-HK97,CF-HK97,2.90E-28,106.8,52,215,1,0,1,
,,Delftia acidovorans SPH-1,0,0,NC_010002,YP_001565103.1,TT_Fam4,TT_Fam4,0.14,20.2,5,189,0,0,0,
,,Delftia acidovorans SPH-1,0,0,NC_010002,YP_001565693.1,TT_Fam2,TT_Fam2,0.82,17.9,1,140,0,1,1,
,,Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001573931.1,TT_Fam16,TT_Fam16,3.1,16.1,335,383,1,0,1,
,,Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001573931.1,TT_Fam16,TT_Fam16,3.1,16.1,717,802,0,0,0,
,,Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001575332.1,TT_Fam1,TT_Fam1,2.2,15.8,47,151,0,1,1,
,,Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001575333.1,Phage_tail,Phage_tail,0,53,27,202,1,0,1,
,,Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001575333.1,TIGR01603,TIGR01603,1.30E-18,75.7,7,199,0,0,0,
,,Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001575840.1,TIGR01603,TIGR01603,0,216.2,10,203,0,1,1,
,,Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001576072.1,Tail_tube,Tail_tube,3.7,15.7,4,48,1,0,1,
,,Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001576072.1,Tail_tube,Tail_tube,3.7,15.7,72,134,0,0,0,
,,Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001588371.1,Tail_tube,Tail_tube,2.80E-39,142,1,118,0,1,1,
,,Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001588441.1,DUF3277,DUF3277,0,259.3,1,146,1,1,1,
,,Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001588441.1,TT_Fam13,TT_Fam13,5.6,14.7,1,106,1,0,1,
,,Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001588441.1,TT_Fam10,TT_Fam10,0.00042,28.6,25,138,0,0,0,
,,Enterobacteria phage JS98,Escherichia coli,neg,NC_010105,YP_001595274.1,Phage_T4_gp19,Phage_T4_gp19,0,57.7,9,163,0,0,0,
,,Enterobacteria phage JS98,Escherichia coli,neg,NC_010105,YP_001595295.1,Phage_T4_gp19,Phage_T4_gp19,0.00000000013,49.5,17,163,0,0,0,
,,Enterobacteria phage JS98,Escherichia coli,neg,NC_010105,YP_001595320.1,Phage_T4_gp19,Phage_T4_gp19,0.000000076,40.5,127,250,0,1,1,
,,Enterobacteria phage phiEcoM-GJ1,Escherichia coli,neg,NC_010106,YP_001595454.1,DUF3277,DUF3277,0.71,17.8,1,146,1,0,1,
,,Enterobacteria phage phiEcoM-GJ1,Escherichia coli,neg,NC_010106,YP_001595454.1,TT_Fam10,TT_Fam10,0.71,18.1,1,91,0,1,1,
,,Pseudomonas phage YuA,Pseudomonas aeruginosa,neg,NC_010116,YP_001595889.1,TT_Fam9,TT_Fam9,1.40E-45,163.5,361,505,1,1,1,
,,Pseudomonas phage YuA,Pseudomonas aeruginosa,neg,NC_010116,YP_001595889.1,TT_Fam5,TT_Fam5,6.70E-20,79.8,230,345,1,0,1,
,,Pseudomonas phage YuA,Pseudomonas aeruginosa,neg,NC_010116,YP_001595889.1,TT_Fam5,TT_Fam5,6.70E-20,79.8,391,502,0,0,0,
,,Gluconacetobacter diazotrophicus PAl 5,0,0,NC_010125,YP_001603539.1,CF-HK97,CF-HK97,8.3,14.3,114,170,0,0,0,
,,Staphylococcus phage phiMR11,Staphylococcus aureus,pos,NC_010147,YP_001604141.1,TIGR02126,TIGR02126,0.096,21,8,136,0,0,0,
,,Yersinia pestis Angola,0,0,NC_010159,YP_001605981.1,Tail_tube,Tail_tube,1.60E-39,142.8,4,122,0,1,1,
,,Yersinia pestis Angola,0,0,NC_010159,YP_001606647.1,CF-HK97,CF-HK97,0,164.7,52,218,1,1,1,
,,Yersinia pestis Angola,0,0,NC_010159,YP_001606647.1,TT_Fam4,TT_Fam4,0.018,23.1,6,189,1,0,1,
,,Yersinia pestis Angola,0,0,NC_010159,YP_001606647.1,TT_Fam1,TT_Fam1,0.000000053,40.8,190,306,0,0,0,
,,Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001608781.1,Phage_tube,Phage_tube,0,179.3,5,168,0,0,0,
,,Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001608942.1,Phage_tube,Phage_tube,0,181.8,5,168,0,0,0,
,,Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001609590.1,Phage_tube,Phage_tube,0,52.1,2,171,0,0,0,
,,Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001609635.1,Phage_tube,Phage_tube,0,52.1,2,171,0,0,0,
,,Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001609744.1,Phage_tube,Phage_tube,0,52.1,2,171,0,0,0,
,,Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001610081.1,Phage_tube,Phage_tube,0,52.1,2,171,0,0,0,
,,Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001610556.1,Phage_tube,Phage_tube,0,52.1,2,171,0,1,1,
,,Sorangium cellulosum So ce56,0,0,NC_010162,YP_001610891.1,Tail_tube,Tail_tube,3.9,15.7,135,181,1,0,1,
,,Sorangium cellulosum So ce56,0,0,NC_010162,YP_001610891.1,Tail_tube,Tail_tube,3.9,15.7,178,222,0,0,0,
,,Sorangium cellulosum So ce56,0,0,NC_010162,YP_001612725.1,Phage_T4_gp19,Phage_T4_gp19,2.00E-37,136.3,15,157,0,1,1,
,,Acholeplasma laidlawii PG-8A,0,0,NC_010163,YP_001620610.1,Phage_tail,Phage_tail,0.3,18.7,39,183,1,0,1,
,,Acholeplasma laidlawii PG-8A,0,0,NC_010163,YP_001620610.1,TIGR01603,TIGR01603,3.00E-22,87.6,4,183,0,1,1,
,,Bordetella petrii DSM 12804,0,0,NC_010170,YP_001629591.1,DUF3277,DUF3277,0.00067,27.6,8,139,1,1,1,
,,Bordetella petrii DSM 12804,0,0,NC_010170,YP_001629591.1,TT_Fam13,TT_Fam13,4.5,15.1,10,85,1,1,1,
,,Bordetella petrii DSM 12804,0,0,NC_010170,YP_001629591.1,TT_Fam13,TT_Fam13,0.0066,24.2,1,94,1,0,1,
,,Bordetella petrii DSM 12804,0,0,NC_010170,YP_001629591.1,TT_Fam10,TT_Fam10,0.00000003,42,1,136,0,0,0,
,,Bordetella petrii DSM 12804,0,0,NC_010170,YP_001633037.1,Tail_tube,Tail_tube,1.70E-32,120.1,1,118,0,0,0,
,,Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001635758.1,Phage_T4_gp19,Phage_T4_gp19,6.00E-41,147.7,15,157,0,1,1,
,,Methylobacterium extorquens PA1,0,0,NC_010172,YP_001638897.1,Phage_tail_2,Phage_tail_2,3.80E-35,129.3,3,133,1,0,1,
,,Methylobacterium extorquens PA1,0,0,NC_010172,YP_001638897.1,TIGR02126,TIGR02126,1.10E-25,98.5,1,129,0,0,0,
,,Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001644018.1,TT_Fam1,TT_Fam1,0.0000071,33.8,3,126,0,0,0,
,,Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001646223.1,TIGR01603,TIGR01603,7.60E-37,135.2,5,192,0,0,0,
,,Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001646383.1,TIGR01603,TIGR01603,8.80E-34,125.2,6,193,0,0,0,
,,Vibrio phage kappa,Vibrio cholerae,neg,NC_010275,YP_001650896.1,DUF2597,DUF2597,0,204.3,9,142,0,1,1,
,,Microcystis aeruginosa NIES-843,0,0,NC_010296,YP_001655220.1,TT_Fam10,TT_Fam10,4.5,15.5,13,62,1,0,1,
,,Microcystis aeruginosa NIES-843,0,0,NC_010296,YP_001655220.1,TT_Fam10,TT_Fam10,4.5,15.5,53,103,0,0,0,
,,Thermoanaerobacter sp. X514,0,0,NC_010320,YP_001661726.1,TT_Fam3,TT_Fam3,8.2,14.4,73,218,0,0,0,
,,Thermoanaerobacter sp. X514,0,0,NC_010320,YP_001662890.1,TIGR01603,TIGR01603,3.40E-27,103.7,1,193,0,0,0,
,,Thermoanaerobacter pseudethanolicus ATCC 33223,0,0,NC_010321,YP_001666094.1,TT_Fam3,TT_Fam3,8.2,14.4,73,218,0,0,0,
,,Pseudomonas putida GB-1,0,0,NC_010322,YP_001667457.1,Phage_tube,Phage_tube,0,231.2,3,169,0,1,1,
,,Pseudomonas putida GB-1,0,0,NC_010322,YP_001669635.1,CF-HK97,CF-HK97,0,173.5,53,217,1,0,1,
,,Pseudomonas putida GB-1,0,0,NC_010322,YP_001669635.1,TT_Fam4,TT_Fam4,2.3,16.2,1,217,0,1,1,
,,Enterobacteria phage Phieco32,Escherichia coli,neg,NC_010324,YP_001671764.1,TT_Fam1,TT_Fam1,1.1,16.8,93,207,1,1,1,
,,Enterobacteria phage Phieco32,Escherichia coli,neg,NC_010324,YP_001671764.1,TT_Fam1,TT_Fam1,1.1,16.8,283,375,1,0,1,
,,Enterobacteria phage Phieco32,Escherichia coli,neg,NC_010324,YP_001671764.1,TT_Fam1,TT_Fam1,1.1,16.8,436,527,0,0,0,
,,Shewanella halifaxensis HAW-EB4,0,0,NC_010334,YP_001673556.1,DUF2597,DUF2597,0,210.9,6,139,0,0,0,
,,Shewanella halifaxensis HAW-EB4,0,0,NC_010334,YP_001673662.1,TT_Fam14,TT_Fam14,4.9,14.6,209,302,0,0,0,
,,Francisella philomiragia subsp. philomiragia ATCC 25017,0,0,NC_010336,YP_001677220.1,DUF2001,DUF2001,8.7,14.5,11,97,0,0,0,
,,Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681395.1,TIGR01603,TIGR01603,1.80E-26,101.3,1,193,0,0,0,
,,Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681486.1,TIGR01603,TIGR01603,2.70E-24,94.2,1,194,0,0,0,
,,Caulobacter sp. K31,0,0,NC_010338,YP_001683189.1,Phage_T4_gp19,Phage_T4_gp19,1.80E-34,126.7,21,152,0,0,0,
,,Caulobacter sp. K31,0,0,NC_010338,YP_001683450.1,Phage_T4_gp19,Phage_T4_gp19,1.00E-34,127.5,15,157,0,0,0,
,,Caulobacter sp. K31,0,0,NC_010338,YP_001685117.1,Phage_tail_2,Phage_tail_2,0.11,21,8,150,0,1,1,
,,Caulobacter sp. K31,0,0,NC_010338,YP_001685533.1,Phage_tail_2,Phage_tail_2,4.00E-36,132.5,3,135,1,0,1,
,,Caulobacter sp. K31,0,0,NC_010338,YP_001685533.1,TIGR02126,TIGR02126,2.20E-30,113.8,1,131,0,0,0,
,,Halomonas phage phiHAP-1,Halomonas aquamarina,neg,NC_010342,YP_001686757.1,Phage_tube,Phage_tube,2.40E-22,87.6,3,167,0,1,1,
,,Streptococcus phage 858,Streptococcus thermophilus,pos,NC_010353,YP_001686810.1,Phage_tail_2,Phage_tail_2,1.50E-22,88.5,8,141,1,0,1,
,,Streptococcus phage 858,Streptococcus thermophilus,pos,NC_010353,YP_001686810.1,TIGR02126,TIGR02126,9.00E-38,137.7,6,137,0,1,1,
,,Azospirillum phage Cd,Azospirillum brasilense Cd,neg,NC_010355,YP_001686881.1,TT_Fam9,TT_Fam9,0,186.9,348,489,1,0,1,
,,Azospirillum phage Cd,Azospirillum brasilense Cd,neg,NC_010355,YP_001686881.1,TT_Fam5,TT_Fam5,3.60E-20,80.7,372,486,0,0,0,
,,Lactococcus phage asccphi28,Lactococcus lactis,pos,NC_010363,YP_001687536.1,L_lac_phage_MSP,L_lac_phage_MSP,0.0000000047,44.3,391,486,0,1,1,
,,Streptococcus pneumoniae Hungary19A-6,0,0,NC_010380,YP_001693481.1,L_lac_phage_MSP,L_lac_phage_MSP,0.09,20.4,1,210,1,0,1,
,,Streptococcus pneumoniae Hungary19A-6,0,0,NC_010380,YP_001693481.1,TIGR01603,TIGR01603,0.016,23.2,14,97,0,0,0,
,,Streptococcus pneumoniae Hungary19A-6,0,0,NC_010380,YP_001693534.1,TT_Fam7,TT_Fam7,0,177.4,1,148,0,0,0,
,,Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001697504.1,DUF2001,DUF2001,7.50E-39,141.1,15,162,0,0,0,
,,Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001698705.1,DUF2001,DUF2001,1.60E-17,72,1,76,0,0,0,
,,Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001699366.1,Phage_tube,Phage_tube,4.70E-33,122.5,3,173,0,0,0,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001706559.1,TT_Fam2,TT_Fam2,4.00E-18,74.2,1,153,0,1,1,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001707171.1,TT_Fam9,TT_Fam9,0.00000012,40.2,15,73,1,1,1,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001707171.1,TT_Fam9,TT_Fam9,0.00000012,40.2,167,299,1,1,1,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001707171.1,TT_Fam5,TT_Fam5,0.000044,32.1,191,302,1,1,1,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001707171.1,TT_Fam14,TT_Fam14,0.004,24.7,37,102,1,0,1,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001707171.1,TT_Fam14,TT_Fam14,0.004,24.7,99,300,0,1,1,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001707705.1,DUF3277,DUF3277,0,203,1,146,1,1,1,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001707705.1,TT_Fam13,TT_Fam13,0.002,25.8,1,142,1,0,1,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001707705.1,TT_Fam10,TT_Fam10,0.00059,28.1,7,145,0,0,0,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001707879.1,TT_Fam17,TT_Fam17,6.73E-44,157.1,12,131,0,0,0,
,,Acinetobacter baumannii SDF,0,0,NC_010400,YP_001707962.1,Phage_tube,Phage_tube,0,183.1,2,171,0,0,0,
,,Acinetobacter baumannii AYE,0,0,NC_010410,YP_001712527.1,Phage_tube,Phage_tube,0,203.3,2,171,0,1,1,
,,Acinetobacter baumannii AYE,0,0,NC_010410,YP_001714512.1,TT_Fam9,TT_Fam9,0.00000041,38.5,167,299,1,1,1,
,,Acinetobacter baumannii AYE,0,0,NC_010410,YP_001714512.1,TT_Fam5,TT_Fam5,0.00000042,38.6,191,302,1,1,1,
,,Acinetobacter baumannii AYE,0,0,NC_010410,YP_001714512.1,TT_Fam14,TT_Fam14,0.00043,27.9,38,105,1,0,1,
,,Acinetobacter baumannii AYE,0,0,NC_010410,YP_001714512.1,TT_Fam14,TT_Fam14,0.00043,27.9,99,300,0,0,0,
,,Salmonella phage Fels-2,Salmonella typhimurium LT2,neg,NC_010463,YP_001718723.1,Phage_tube,Phage_tube,0,225,2,171,0,0,0,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001719659.1,DUF2597,DUF2597,0,173.8,7,140,0,0,0,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001719689.1,DUF2597,DUF2597,3.50E-30,113.1,8,95,0,1,1,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001719985.1,TT_Fam12,TT_Fam12,0,192.4,1,146,1,1,1,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001719985.1,TT_Fam13,TT_Fam13,2.10E-24,94,1,146,1,0,1,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001719985.1,TT_Fam13,TT_Fam13,7.8,14.2,15,145,0,0,0,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001721031.1,Phage_tube,Phage_tube,0,243.6,2,171,0,0,0,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001721078.1,Phage_tube,Phage_tube,0,246.8,2,171,0,0,0,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001721547.1,Tail_tube,Tail_tube,1.60E-39,142.8,4,122,0,0,0,
,,Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001721845.1,Tail_tube,Tail_tube,1.20E-37,136.7,4,122,0,1,1,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725068.1,Phage_tail_2,Phage_tail_2,9.5,14.8,45,193,1,1,1,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725068.1,CF-HK97,CF-HK97,0.0034,25.3,10,154,1,1,1,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725068.1,CF-HK97,CF-HK97,0.0034,25.3,168,246,1,0,1,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725068.1,TT_Fam1,TT_Fam1,0,340.2,1,246,0,0,0,
,,Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725710.1,Phage_tube,Phage_tube,0,223.6,2,171,0,0,0,
,,Leuconostoc citreum KM20,0,0,NC_010471,YP_001728320.1,Phage_tail,Phage_tail,0,180.2,1,206,0,1,1,
,,Salmonella phage Vi II-E1,Salmonella enterica,neg,NC_010495,YP_001742066.1,Phage_tail_2,Phage_tail_2,0.7,18.4,10,151,1,0,1,
,,Salmonella phage Vi II-E1,Salmonella enterica,neg,NC_010495,YP_001742066.1,TT_Fam7,TT_Fam7,4.6,15.5,18,157,0,1,1,
,,Escherichia coli SMS-3-5,0,0,NC_010498,YP_001743256.1,Phage_tail_2,Phage_tail_2,1,17.9,38,143,1,1,1,
,,Escherichia coli SMS-3-5,0,0,NC_010498,YP_001743256.1,CF-HK97,CF-HK97,7.8,14.4,14,144,1,1,1,
,,Escherichia coli SMS-3-5,0,0,NC_010498,YP_001743256.1,TT_Fam2,TT_Fam2,0.000000029,42.2,1,109,1,1,1,
,,Escherichia coli SMS-3-5,0,0,NC_010498,YP_001743256.1,TT_Fam2,TT_Fam2,0.000000029,42.2,85,148,1,0,1,
,,Escherichia coli SMS-3-5,0,0,NC_010498,YP_001743256.1,TT_Fam4,TT_Fam4,0.00013,30.1,17,143,0,0,0,
,,Escherichia coli SMS-3-5,0,0,NC_010498,YP_001746291.1,Phage_tube,Phage_tube,0,229.3,2,172,0,0,0,
,,Pseudomonas putida W619,0,0,NC_010501,YP_001748219.1,TT_Fam2,TT_Fam2,0,172,1,165,0,1,1,
,,Pseudomonas putida W619,0,0,NC_010501,YP_001750785.1,CF-HK97,CF-HK97,0.0079,24.1,14,159,1,0,1,
,,Pseudomonas putida W619,0,0,NC_010501,YP_001750785.1,TT_Fam2,TT_Fam2,0.51,18.5,1,152,0,0,0,
,,Pseudomonas putida W619,0,0,NC_010501,YP_001750888.1,Phage_tube,Phage_tube,0,230.8,3,169,0,1,1,
,,Methylobacterium radiotolerans JCM 2831,0,0,NC_010505,YP_001757614.1,Phage_tail_2,Phage_tail_2,3.30E-33,123,3,133,1,0,1,
,,Methylobacterium radiotolerans JCM 2831,0,0,NC_010505,YP_001757614.1,TIGR02126,TIGR02126,3.80E-25,96.8,1,129,0,0,0,
,,Methylobacterium sp. 4-46,0,0,NC_010511,YP_001770920.1,Phage_tube,Phage_tube,7.90E-18,73,22,175,0,1,1,
,,Methylobacterium sp. 4-46,0,0,NC_010511,YP_001772680.1,Phage_tail_2,Phage_tail_2,0,57.1,8,151,1,0,1,
,,Methylobacterium sp. 4-46,0,0,NC_010511,YP_001772680.1,TIGR02126,TIGR02126,1.7,17,10,147,0,0,0,
,,Xylella fastidiosa M12,0,0,NC_010513,YP_001775040.1,Phage_tube,Phage_tube,0,204.6,2,169,0,0,0,
,,Xylella fastidiosa M12,0,0,NC_010513,YP_001775717.1,Phage_tube,Phage_tube,0,204.6,2,169,0,1,1,
,,Xylella fastidiosa M12,0,0,NC_010513,YP_001775860.1,DUF3277,DUF3277,0.0004,28.4,7,141,1,1,1,
,,Xylella fastidiosa M12,0,0,NC_010513,YP_001775860.1,TT_Fam13,TT_Fam13,1.10E-17,72,1,142,1,0,1,
,,Xylella fastidiosa M12,0,0,NC_010513,YP_001775860.1,TT_Fam10,TT_Fam10,0.0017,26.6,1,140,0,0,0,
,,Clostridium botulinum B1 str. Okra,0,0,NC_010516,YP_001781282.1,TT_Fam1,TT_Fam1,0.015,22.9,169,285,0,0,0,
,,Clostridium botulinum B1 str. Okra,0,0,NC_010516,YP_001781734.1,TT_Fam22,TT_Fam22,0,188.2,1,152,0,1,1,
,,Clostridium botulinum B1 str. Okra,0,0,NC_010516,YP_001782114.1,Phage_tail,Phage_tail,3.8,15.1,24,162,1,0,1,
,,Clostridium botulinum B1 str. Okra,0,0,NC_010516,YP_001782114.1,TIGR01603,TIGR01603,1.50E-34,127.6,1,188,0,1,1,
,,Haemophilus somnus 2336,0,0,NC_010519,YP_001784015.1,Tail_tube,Tail_tube,0.41,18.8,1,123,1,0,1,
,,Haemophilus somnus 2336,0,0,NC_010519,YP_001784015.1,TT_Fam17,TT_Fam17,0,176.1,1,124,0,0,0,
,,Haemophilus somnus 2336,0,0,NC_010519,YP_001784470.1,Phage_tube,Phage_tube,0,208.3,2,169,0,1,1,
,,Clostridium botulinum A3 str. Loch Maree,0,0,NC_010520,YP_001786839.1,Phage_tail,Phage_tail,0.49,18,18,180,1,0,1,
,,Clostridium botulinum A3 str. Loch Maree,0,0,NC_010520,YP_001786839.1,TIGR01603,TIGR01603,3.70E-32,119.8,6,187,0,0,0,
,,Clostridium botulinum A3 str. Loch Maree,0,0,NC_010520,YP_001787052.1,TT_Fam1,TT_Fam1,0.74,17.4,275,370,0,0,0,
,,Clostridium botulinum A3 str. Loch Maree,0,0,NC_010520,YP_001787265.1,TT_Fam22,TT_Fam22,0,175.5,1,151,0,0,0,
,,Leptothrix cholodnii SP-6,0,0,NC_010524,YP_001791269.1,TT_Fam14,TT_Fam14,0,233.6,4,320,0,0,0,
,,Leptothrix cholodnii SP-6,0,0,NC_010524,YP_001791288.1,TT_Fam4,TT_Fam4,0.00037,28.6,278,378,0,0,0,
,,Leptothrix cholodnii SP-6,0,0,NC_010524,YP_001792062.1,Phage_T4_gp19,Phage_T4_gp19,3.20E-29,109.7,9,144,0,0,0,
,,Leptothrix cholodnii SP-6,0,0,NC_010524,YP_001792064.1,Phage_T4_gp19,Phage_T4_gp19,2.20E-29,110.2,11,153,0,0,0,
,,Corynebacterium urealyticum DSM 7109,0,0,NC_010545,YP_001800817.1,TT_Fam6,TT_Fam6,0,65,14,194,0,0,0,
,,Opitutus terrae PB90-1,0,0,NC_010571,YP_001820381.1,TT_Fam8,TT_Fam8,8.9,14.2,203,335,0,0,0,
,,Streptomyces griseus subsp. griseus NBRC 13350,0,0,NC_010572,YP_001823579.1,Phage_T4_gp19,Phage_T4_gp19,2.00E-24,94.2,8,144,0,0,0,
,,Streptomyces griseus subsp. griseus NBRC 13350,0,0,NC_010572,YP_001823583.1,Phage_T4_gp19,Phage_T4_gp19,2.80E-31,116.4,8,139,0,1,1,
,,Streptomyces griseus subsp. griseus NBRC 13350,0,0,NC_010572,YP_001824365.1,TT_Fam6,TT_Fam6,0,58.5,1,180,1,1,1,
,,Streptomyces griseus subsp. griseus NBRC 13350,0,0,NC_010572,YP_001824365.1,TT_Fam5,TT_Fam5,5.8,15.6,74,187,1,0,1,
,,Streptomyces griseus subsp. griseus NBRC 13350,0,0,NC_010572,YP_001824365.1,TT_Fam8,TT_Fam8,0,58.4,1,192,0,1,1,
,,Xylella fastidiosa M23,0,0,NC_010577,YP_001829729.1,DUF3277,DUF3277,0.00036,28.5,7,141,1,1,1,
,,Xylella fastidiosa M23,0,0,NC_010577,YP_001829729.1,TT_Fam13,TT_Fam13,5.50E-18,73,1,142,1,0,1,
,,Xylella fastidiosa M23,0,0,NC_010577,YP_001829729.1,TT_Fam10,TT_Fam10,0.00086,27.6,1,140,0,0,0,
,,Xylella fastidiosa M23,0,0,NC_010577,YP_001829859.1,Phage_tube,Phage_tube,0,204.6,2,169,0,1,1,
,,Xylella fastidiosa M23,0,0,NC_010577,YP_001829963.1,DUF3277,DUF3277,0.00023,29.1,7,141,1,1,1,
,,Xylella fastidiosa M23,0,0,NC_010577,YP_001829963.1,TT_Fam13,TT_Fam13,7.60E-19,75.8,1,142,1,0,1,
,,Xylella fastidiosa M23,0,0,NC_010577,YP_001829963.1,TT_Fam10,TT_Fam10,0.0016,26.7,1,136,0,1,1,
,,Lactobacillus reuteri JCM 1112,0,0,NC_010609,YP_001842052.1,Phage_tail,Phage_tail,0,235.1,4,210,1,0,1,
,,Lactobacillus reuteri JCM 1112,0,0,NC_010609,YP_001842052.1,TIGR01603,TIGR01603,1.2,17.1,45,205,0,0,0,
,,Lactobacillus fermentum IFO 3956,0,0,NC_010610,YP_001843292.1,Phage_tail,Phage_tail,6.50E-28,105.7,1,200,0,1,1,
,,Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001845711.1,TT_Fam9,TT_Fam9,0.00000054,38.1,167,299,1,1,1,
,,Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001845711.1,TT_Fam5,TT_Fam5,0.000048,31.9,191,302,1,0,1,
,,Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001845711.1,TT_Fam14,TT_Fam14,0.016,22.8,100,300,0,1,1,
,,Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001847387.1,TT_Fam9,TT_Fam9,1.9,16.9,169,296,1,1,1,
,,Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001847387.1,TT_Fam5,TT_Fam5,0.0055,25.3,192,302,1,1,1,
,,Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001847387.1,TT_Fam14,TT_Fam14,0.0013,26.3,5,85,1,0,1,
,,Acinetobacter baumannii ACICU,0,0,NC_010611,YP_001847387.1,TT_Fam14,TT_Fam14,0.0013,26.3,108,299,0,0,0,
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001864770.1,Phage_T4_gp19,Phage_T4_gp19,4.70E-37,135.1,18,151,0,0,0,
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001864782.1,Phage_T4_gp19,Phage_T4_gp19,6.50E-29,108.7,7,148,0,0,0,
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001864783.1,Phage_T4_gp19,Phage_T4_gp19,1.80E-28,107.3,34,182,0,0,0,
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001865054.1,Phage_T4_gp19,Phage_T4_gp19,1.80E-40,146.1,12,144,0,0,0,
,,Nostoc punctiforme PCC 73102,0,0,NC_010628,YP_001865056.1,Phage_T4_gp19,Phage_T4_gp19,1.40E-37,136.7,27,158,0,0,0,
,,Yersinia pseudotuberculosis PB1/+,0,0,NC_010634,YP_001871800.1,Tail_tube,Tail_tube,1.60E-39,142.8,4,122,0,0,0,
