Species,Host,GC,Gstain,Prot RefSeq,Hmm ID,Name,E value,Score,Start,Stop,Duplicate,DD,
Escherichia coli IAI39,0,0,NC_011750,YP_002410736.1,TIGR01715,TIGR01715,3.30E-37,135.3,1,106,0,1,1
Escherichia coli UMN026,0,0,NC_011751,YP_002411388.1,Phage_tail_T,Phage_tail_T,0,187.3,11,113,1,1,1
Escherichia coli UMN026,0,0,NC_011751,YP_002411388.1,Phage_tail_T,Phage_tail_T,0,187.3,115,144,1,1,1
Escherichia coli UMN026,0,0,NC_011751,YP_002411388.1,TIGR01715,TIGR01715,0,185,5,111,1,0,1
Escherichia coli UMN026,0,0,NC_011751,YP_002411388.1,TIGR01715,TIGR01715,0,185,113,144,0,1,1
Escherichia coli UMN026,0,0,NC_011751,YP_002412104.1,Phage_tail_T,Phage_tail_T,1.60E-39,142.8,1,102,1,1,1
Escherichia coli UMN026,0,0,NC_011751,YP_002412104.1,Phage_tail_T,Phage_tail_T,1.60E-39,142.8,102,137,1,1,1
Escherichia coli UMN026,0,0,NC_011751,YP_002412104.1,TIGR01715,TIGR01715,0,193.3,1,100,1,0,1
Escherichia coli UMN026,0,0,NC_011751,YP_002412104.1,TIGR01715,TIGR01715,0,193.3,103,137,0,1,1
Escherichia coli UMN026,0,0,NC_011751,YP_002412177.1,Phage_tail_T,Phage_tail_T,0,187.4,11,113,1,1,1
Escherichia coli UMN026,0,0,NC_011751,YP_002412177.1,Phage_tail_T,Phage_tail_T,0,187.4,116,144,1,1,1
Escherichia coli UMN026,0,0,NC_011751,YP_002412177.1,TIGR01715,TIGR01715,0,185.5,5,111,1,0,1
Escherichia coli UMN026,0,0,NC_011751,YP_002412177.1,TIGR01715,TIGR01715,0,185.5,113,144,0,1,1
Escherichia coli UMN026,0,0,NC_011751,YP_002412557.1,Phage_tail_T,Phage_tail_T,0,182.8,6,108,1,0,1
Escherichia coli UMN026,0,0,NC_011751,YP_002412557.1,TIGR01715,TIGR01715,3.30E-37,135.3,1,106,0,0,0
Methylobacterium extorquens CM4,0,0,NC_011757,YP_002419158.1,DUF1799,DUF1799,0.066,21.4,1,59,0,0,0
Pseudomonas aeruginosa LESB58,0,0,NC_011770,YP_002440229.1,U_RealTestIII,U_RealTestIII,7.8,13.8,20,129,0,0,0
Bacillus cereus G9842,0,0,NC_011772,YP_002446027.1,TH-BCereus,TH-BCereus,3.9,15.9,1,53,0,1,1
Bacillus cereus G9842,0,0,NC_011772,YP_002446744.1,Phage_Gp15,Phage_Gp15,4.3,15.3,6,70,1,0,1
Bacillus cereus G9842,0,0,NC_011772,YP_002446744.1,Phage_Gp15,Phage_Gp15,4.3,15.3,74,120,0,0,0
Bacillus cereus G9842,0,0,NC_011772,YP_002447323.1,TH-BCereus,TH-BCereus,0.47,18.9,1,53,0,0,0
Bacillus cereus AH820,0,0,NC_011773,YP_002454243.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,6.9,14.7,36,91,0,1,1
Desulfitobacterium hafniense DCB-2,0,0,NC_011830,YP_002460051.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.68,18,20,60,1,0,1
Desulfitobacterium hafniense DCB-2,0,0,NC_011830,YP_002460051.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.68,18,56,96,0,1,1
Desulfitobacterium hafniense DCB-2,0,0,NC_011830,YP_002460689.1,TH_Fam1,TH_Fam1,1.2,17.2,181,196,1,0,1
Desulfitobacterium hafniense DCB-2,0,0,NC_011830,YP_002460689.1,TH_Fam1,TH_Fam1,1.2,17.2,231,252,0,1,1
Chloroflexus aggregans DSM 9485,0,0,NC_011831,YP_002462843.1,TH_Fam1,TH_Fam1,2.30E-13,57.9,190,228,1,0,1
Chloroflexus aggregans DSM 9485,0,0,NC_011831,YP_002462843.1,U_TH_T4,U_TH_T4,5.3,15,191,230,0,0,0
Clostridium kluyveri NBRC 12016,0,0,NC_011837,YP_002471622.1,TH-BGamma,TH-BGamma,6,15.4,96,144,0,0,0
Haemophilus parasuis SH0165,swine,0,NC_011852,YP_002475200.1,DUF4035,DUF4035,2.90E-24,92.6,10,66,0,0,0
Haemophilus parasuis SH0165,swine,0,NC_011852,YP_002475474.1,Phage_P2_GpE,Phage_P2_GpE,0.000089,30.2,11,49,0,0,0
Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774,0,0,NC_011883,YP_002478845.1,TH_Fam4,TH_Fam4,6.10E-10,46.8,1,50,0,0,0
Cyanothece sp. PCC 7425,0,0,NC_011884,YP_002481166.1,TH_Fam1,TH_Fam1,7.3,14.7,187,201,0,0,0
Cyanothece sp. PCC 7425,0,0,NC_011884,YP_002481355.1,TH_Fam1,TH_Fam1,7.3,14.7,187,201,0,0,0
Cyanothece sp. PCC 7425,0,0,NC_011884,YP_002481815.1,TH_Fam1,TH_Fam1,7.3,14.7,187,201,0,0,0
Cyanothece sp. PCC 7425,0,0,NC_011884,YP_002482062.1,TH_Fam1,TH_Fam1,7.3,14.7,187,201,0,0,0
Cyanothece sp. PCC 7425,0,0,NC_011884,YP_002482621.1,TH_Fam1,TH_Fam1,7.3,14.7,187,201,0,0,0
Cyanothece sp. PCC 7425,0,0,NC_011884,YP_002482777.1,TH_Fam1,TH_Fam1,7.3,14.7,187,201,0,0,0
Cyanothece sp. PCC 7425,0,0,NC_011884,YP_002482858.1,TH_Fam1,TH_Fam1,7.3,14.7,187,201,0,0,0
Cyanothece sp. PCC 7425,0,0,NC_011884,YP_002483113.1,TH_Fam1,TH_Fam1,7.3,14.7,187,201,0,0,0
Cyanothece sp. PCC 7425,0,0,NC_011884,YP_002483626.1,TH_Fam1,TH_Fam1,7.3,14.7,187,201,0,0,0
Cyanothece sp. PCC 7425,0,0,NC_011884,YP_002484588.1,TH_Fam1,TH_Fam1,7.3,14.7,187,201,0,0,0
Cyanothece sp. PCC 7425,0,0,NC_011884,YP_002485557.1,TH_Fam1,TH_Fam1,7.3,14.7,187,201,0,0,0
Cyanothece sp. PCC 7425,0,0,NC_011884,YP_002485770.1,TH_Fam1,TH_Fam1,7.3,14.7,187,201,0,0,0
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499075.1,DUF1799,DUF1799,0.29,19.3,11,78,0,0,0
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500891.1,DUF1799,DUF1799,4.9,15.4,1,58,0,0,0
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002501364.1,U_RealTestIII,U_RealTestIII,1.9,15.8,52,315,0,0,0
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002501630.1,U_RealTestIII,U_RealTestIII,0.0066,23.9,61,330,0,0,0
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002501727.1,DUF1799,DUF1799,0.62,18.3,1,59,0,0,0
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002502042.1,U_RealTestIII,U_RealTestIII,0.23,18.8,54,314,0,0,0
Clostridium cellulolyticum H10,0,0,NC_011898,YP_002505836.1,TH_Fam1,TH_Fam1,0.00000012,39.5,1,30,0,0,0
Clostridium cellulolyticum H10,0,0,NC_011898,YP_002507308.1,Phage_Gp15,Phage_Gp15,0.0000071,34.2,8,103,0,0,0
Clostridium cellulolyticum H10,0,0,NC_011898,YP_002507552.1,Phage_Gp15,Phage_Gp15,0.0000066,34.3,2,96,0,0,0
Streptococcus pneumoniae ATCC 700669,0,0,NC_011900,YP_002511436.1,Phage_Gp15,Phage_Gp15,0,217.4,4,181,0,0,0
Thioalkalivibrio sulfidophilus HL-EbGr7,0,0,NC_011901,YP_002513697.1,Phage_P2_GpE,Phage_P2_GpE,1.00E-10,49.2,1,39,0,0,0
Bacillus cereus Q1,0,0,NC_011969,YP_002530197.1,TH-BGamma,TH-BGamma,6.3,15.4,49,108,0,0,0
Bacillus cereus Q1,0,0,NC_011969,YP_002532751.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,7,14.7,36,91,0,1,1
Escherichia coli LF82,0,0,NC_011993,YP_002556069.1,Phage_tail_T,Phage_tail_T,0,186.9,11,113,1,1,1
Escherichia coli LF82,0,0,NC_011993,YP_002556069.1,Phage_tail_T,Phage_tail_T,0,186.9,116,144,1,1,1
Escherichia coli LF82,0,0,NC_011993,YP_002556069.1,TIGR01715,TIGR01715,0,186.5,5,111,1,0,1
Escherichia coli LF82,0,0,NC_011993,YP_002556069.1,TIGR01715,TIGR01715,0,186.5,113,144,0,1,1
Escherichia coli LF82,0,0,NC_011993,YP_002556432.1,Phage_tail_T,Phage_tail_T,0,182.8,6,108,1,0,1
Escherichia coli LF82,0,0,NC_011993,YP_002556432.1,TIGR01715,TIGR01715,3.30E-37,135.3,1,106,0,0,0
Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002560335.1,TH_Fam2,TH_Fam2,0.047,21.7,19,114,0,1,1
Anaplasma marginale str. Florida,cattle,0,NC_012026,YP_002563546.1,U_RealTestIII,U_RealTestIII,9.60E-20,79.4,36,252,1,0,1
Anaplasma marginale str. Florida,cattle,0,NC_012026,YP_002563546.1,U_RealTestIII,U_RealTestIII,9.60E-20,79.4,257,378,0,1,1
Mycobacterium phage Phlyer,Mycobacterium smegmatis mc2 155,myc,NC_012027,YP_002564104.1,U_RealTestIII,U_RealTestIII,7.20E-11,50.2,96,274,1,0,1
Mycobacterium phage Phlyer,Mycobacterium smegmatis mc2 155,myc,NC_012027,YP_002564104.1,U_RealTestIII,U_RealTestIII,7.20E-11,50.2,510,716,0,1,1
Chloroflexus sp. Y-400-fl,0,0,NC_012032,YP_002570050.1,TH_Fam1,TH_Fam1,9.20E-15,62.4,175,213,1,0,1
Chloroflexus sp. Y-400-fl,0,0,NC_012032,YP_002570050.1,U_TH_T4,U_TH_T4,0.95,17.4,178,214,0,1,1
Salmonella enterica subsp. enterica serovar Paratyphi C strain,0,0,NC_012125,YP_002638251.1,Phage_tail_T,Phage_tail_T,3.20E-25,96.9,1,87,1,0,1
Salmonella enterica subsp. enterica serovar Paratyphi C strain,0,0,NC_012125,YP_002638251.1,TIGR01715,TIGR01715,1.80E-34,126.5,1,87,0,0,0
Mycobacterium bovis BCG str. Tokyo 172,0,0,NC_012207,YP_002644368.1,TH_Fam5,TH_Fam5,7.6,15.3,508,638,0,0,0
Enterobacteria phage SSL-2009a,Escherichia coli,neg,NC_012223,YP_002720066.1,DUF1799,DUF1799,5.4,15.3,1,25,0,0,0
Brachyspira hyodysenteriae WA1,0,0,NC_012225,YP_002722134.1,U_RealTestIII,U_RealTestIII,0.000028,31.7,171,392,0,1,1
Wolbachia sp. wRi,Drosophila simulans Riverside,0,NC_012416,YP_002727215.1,U_RealTestIII,U_RealTestIII,5.30E-22,86.9,3,226,1,0,1
Wolbachia sp. wRi,Drosophila simulans Riverside,0,NC_012416,YP_002727215.1,U_RealTestIII,U_RealTestIII,5.30E-22,86.9,256,404,0,1,1
Wolbachia sp. wRi,Drosophila simulans Riverside,0,NC_012416,YP_002727472.1,U_RealTestIII,U_RealTestIII,1.70E-18,75.3,3,223,1,0,1
Wolbachia sp. wRi,Drosophila simulans Riverside,0,NC_012416,YP_002727472.1,U_RealTestIII,U_RealTestIII,1.70E-18,75.3,263,408,0,1,1
Persephonella marina EX-H1,0,0,NC_012440,YP_002731578.1,U_RealTestIII,U_RealTestIII,0.092,20.1,21,154,1,0,1
Persephonella marina EX-H1,0,0,NC_012440,YP_002731578.1,U_RealTestIII,U_RealTestIII,0.092,20.1,190,383,0,0,0
Streptococcus pneumoniae P1031,0,0,NC_012467,YP_002737611.1,TH_Fam2,TH_Fam2,5,15.2,32,85,0,1,1
Streptococcus pneumoniae 70585,0,0,NC_012468,YP_002740172.1,TH_Fam2,TH_Fam2,6.7,14.8,5,72,1,0,1
Streptococcus pneumoniae 70585,0,0,NC_012468,YP_002740172.1,TH_Fam2,TH_Fam2,6.7,14.8,89,141,0,1,1
Streptococcus pneumoniae Taiwan19F-14,0,0,NC_012469,YP_002743170.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,5.9,15,6,30,1,0,1
Streptococcus pneumoniae Taiwan19F-14,0,0,NC_012469,YP_002743170.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,5.9,15,25,46,0,0,0
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002745597.1,Phage_Gp15,Phage_Gp15,0,235,2,183,0,0,0
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746976.1,TH_Fam2,TH_Fam2,5.20E-13,56.8,21,109,0,1,1
Bacillus cereus 03BB102,0,0,NC_012472,YP_002747643.1,DUF4035,DUF4035,1.7,16.4,178,224,1,0,1
Bacillus cereus 03BB102,0,0,NC_012472,YP_002747643.1,DUF4035,DUF4035,1.7,16.4,230,263,0,0,0
Bacillus cereus 03BB102,0,0,NC_012472,YP_002752581.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,7,14.7,36,91,0,1,1
Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002771787.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,4.8,15.3,4,34,1,0,1
Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002771787.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,4.8,15.3,74,133,0,1,1
Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002773697.1,Phage_P2_GpE,Phage_P2_GpE,0.011,23.5,14,53,1,0,1
Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002773697.1,TH_Fam1,TH_Fam1,8.40E-15,62.5,7,45,0,0,0
Laribacter hongkongensis HLHK9,0,0,NC_012559,YP_002794028.1,TH-EcoilSE11,TH-EcoilSE11,0.82,17.8,6,50,0,0,0
Laribacter hongkongensis HLHK9,0,0,NC_012559,YP_002794397.1,Phage_P2_GpE,Phage_P2_GpE,4.40E-17,69.6,1,37,0,0,0
Laribacter hongkongensis HLHK9,0,0,NC_012559,YP_002795638.1,Phage_P2_GpE,Phage_P2_GpE,9.9,14.1,4,35,0,0,0
Laribacter hongkongensis HLHK9,0,0,NC_012559,YP_002795757.1,DUF1799,DUF1799,0.00000026,38.7,1,44,0,0,0
Laribacter hongkongensis HLHK9,0,0,NC_012559,YP_002796597.1,Phage_P2_GpE,Phage_P2_GpE,4.40E-17,69.6,1,37,0,0,0
Azotobacter vinelandii DJ,0,0,NC_012560,YP_002800857.1,Phage_P2_GpE,Phage_P2_GpE,3.80E-20,79.4,1,39,0,0,0
Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002813464.1,TH-BCereus,TH-BCereus,0.34,19.3,1,53,0,0,0
Rickettsia africae ESF-5,Amblyomma variegatum (cattle tick),0,NC_012633,YP_002845590.1,TH_Fam2,TH_Fam2,1.5,16.9,8,59,0,1,1
Enterobacteria phage RB51,0,neg,NC_012635,YP_002854144.1,TH_Fam1,TH_Fam1,2.6,16.1,209,247,1,1,1
Enterobacteria phage RB51,0,neg,NC_012635,YP_002854144.1,U_TH_T4,U_TH_T4,3.00E-12,54.2,200,250,1,0,1
Enterobacteria phage RB51,0,neg,NC_012635,YP_002854144.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.48,18.5,199,250,0,1,1
Enterobacteria phage RB14,0,neg,NC_012638,YP_002854523.1,TH_Fam1,TH_Fam1,2.8,16,209,247,1,1,1
Enterobacteria phage RB14,0,neg,NC_012638,YP_002854523.1,U_TH_T4,U_TH_T4,1.70E-12,55,200,249,1,0,1
Enterobacteria phage RB14,0,neg,NC_012638,YP_002854523.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.13,20.2,199,249,0,0,0
Bacillus anthracis str. A0248,0,0,NC_012659,YP_002867893.1,TH-BCereus,TH-BCereus,0.34,19.3,1,53,0,1,1
Pseudomonas fluorescens SBW25,0,0,NC_012660,YP_002870616.1,Phage_tail_T,Phage_tail_T,4.6,16.1,52,124,1,0,1
Pseudomonas fluorescens SBW25,0,0,NC_012660,YP_002870616.1,TIGR01715,TIGR01715,2.3,16.6,53,124,0,0,0
Pseudomonas fluorescens SBW25,0,0,NC_012660,YP_002872460.1,DUF1799,DUF1799,9.30E-24,91.4,11,92,0,0,0
Tolumonas auensis DSM 9187,0,0,NC_012691,YP_002892378.1,TH_Fam10,TH_Fam10,7,14.9,2,45,0,0,0
Rickettsia peacockii str. Rustic,0,0,NC_012730,YP_002916243.1,TH_Fam2,TH_Fam2,1.4,17,7,59,0,0,0
Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,0,0,NC_012731,YP_002918390.1,DUF4035,DUF4035,4.5,15.1,303,343,0,1,1
Enterobacteria phage JSE,Escherichia coli K12,neg,NC_012740,YP_002922254.1,TH_Fam1,TH_Fam1,5.9,15,207,244,1,1,1
Enterobacteria phage JSE,Escherichia coli K12,neg,NC_012740,YP_002922254.1,U_TH_T4,U_TH_T4,1.60E-16,67.9,197,252,1,0,1
Enterobacteria phage JSE,Escherichia coli K12,neg,NC_012740,YP_002922254.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.00005,31.2,196,254,0,0,0
Enterobacteria phage JS10,Escherichia coli K12,neg,NC_012741,YP_002922421.1,TIGR01715,TIGR01715,8,14.9,2,61,0,1,1
Enterobacteria phage JS10,Escherichia coli K12,neg,NC_012741,YP_002922535.1,TH_Fam1,TH_Fam1,0.00000041,37.9,209,248,1,1,1
Enterobacteria phage JS10,Escherichia coli K12,neg,NC_012741,YP_002922535.1,U_TH_T4,U_TH_T4,1.20E-13,58.7,200,250,1,0,1
Enterobacteria phage JS10,Escherichia coli K12,neg,NC_012741,YP_002922535.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.013,23.5,199,250,0,0,0
Xanthomonas phage phiL7,Xanthomonas campestris pv. campestris,neg,NC_012742,YP_002922628.1,DUF1799,DUF1799,1.60E-09,45.8,1,55,0,0,0
Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),Acyrthosiphon pisum,0,NC_012751,YP_002924459.1,U_RealTestIII,U_RealTestIII,4.20E-19,77.3,34,386,0,0,0
Streptococcus phage 5093,Streptococcus thermophilus CSK939,pos,NC_012753,YP_002925109.1,Phage_Gp15,Phage_Gp15,0,177.7,3,205,0,1,1
Escherichia coli BW2952,0,0,NC_012759,YP_002928927.1,Phage_tail_T,Phage_tail_T,0,191.9,11,113,1,1,1
Escherichia coli BW2952,0,0,NC_012759,YP_002928927.1,Phage_tail_T,Phage_tail_T,0,191.9,115,144,1,1,1
Escherichia coli BW2952,0,0,NC_012759,YP_002928927.1,TIGR01715,TIGR01715,0,189.5,5,111,1,0,1
Escherichia coli BW2952,0,0,NC_012759,YP_002928927.1,TIGR01715,TIGR01715,0,189.5,113,144,0,0,0
Edwardsiella ictaluri 93-146,0,0,NC_012779,YP_002933746.1,TH_Fam4,TH_Fam4,7,14.5,18,72,0,0,0
Eubacterium rectale ATCC 33656,0,0,NC_012781,YP_002936741.1,Phage_Gp15,Phage_Gp15,3.6,15.6,4,56,0,0,0
Eubacterium rectale ATCC 33656,0,0,NC_012781,YP_002937192.1,Phage_Gp15,Phage_Gp15,3.00E-16,68,24,166,0,0,0
Eubacterium rectale ATCC 33656,0,0,NC_012781,YP_002938266.1,TH_Fam6,TH_Fam6,5.9,15.5,40,122,0,0,0
Mycoplasma conjunctivae HRC/581,0,0,NC_012806,YP_002960992.1,Phage_Gp15,Phage_Gp15,1.2,17.1,2,68,0,0,0
Dickeya dadantii Ech703,0,0,NC_012880,YP_002987196.1,TH_Fam4,TH_Fam4,0.72,17.7,18,73,0,0,0
Dickeya dadantii Ech703,0,0,NC_012880,YP_002987711.1,Phage_P2_GpE,Phage_P2_GpE,3.80E-18,73,11,49,0,1,1
Escherichia coli BL21(DE3),0,0,NC_012892,YP_002998584.1,Phage_tail_T,Phage_tail_T,0,192.6,11,113,1,1,1
Escherichia coli BL21(DE3),0,0,NC_012892,YP_002998584.1,Phage_tail_T,Phage_tail_T,0,192.6,115,144,1,1,1
Escherichia coli BL21(DE3),0,0,NC_012892,YP_002998584.1,TIGR01715,TIGR01715,0,189.1,5,111,1,0,1
Escherichia coli BL21(DE3),0,0,NC_012892,YP_002998584.1,TIGR01715,TIGR01715,0,189.1,113,144,0,0,0
Dickeya zeae Ech1591,0,0,NC_012912,YP_003003943.1,TH_Fam4,TH_Fam4,1.2,17,18,73,0,0,0
Dickeya zeae Ech1591,0,0,NC_012912,YP_003004142.1,Phage_P2_GpE,Phage_P2_GpE,4.50E-19,76,1,39,0,0,0
Aggregatibacter aphrophilus NJ8700,0,0,NC_012913,YP_003007005.1,DUF4035,DUF4035,4.30E-22,85.6,22,78,0,0,0
Pectobacterium carotovorum subsp. carotovorum PC1,0,0,NC_012917,YP_003018083.1,TH_Fam4,TH_Fam4,2.3,16.1,18,73,0,0,0
Pectobacterium carotovorum subsp. carotovorum PC1,0,0,NC_012917,YP_003018227.1,Phage_P2_GpE,Phage_P2_GpE,4.20E-17,69.6,1,38,0,0,0
Pectobacterium carotovorum subsp. carotovorum PC1,0,0,NC_012917,YP_003018754.1,Phage_P2_GpE,Phage_P2_GpE,1.30E-19,77.7,1,39,0,0,0
Geobacter sp. M21,0,0,NC_012918,YP_003023438.1,TH_Fam4,TH_Fam4,4.4,15.2,1,48,0,0,0
Mycobacterium tuberculosis KZN 1435,0,0,NC_012943,YP_003032678.1,TH_Fam5,TH_Fam5,7.6,15.3,508,638,0,1,1
Escherichia coli  BL21-Gold(DE3)pLysS AG,0,0,NC_012947,YP_003037064.1,Phage_tail_T,Phage_tail_T,0,192.6,11,113,1,1,1
Escherichia coli  BL21-Gold(DE3)pLysS AG,0,0,NC_012947,YP_003037064.1,Phage_tail_T,Phage_tail_T,0,192.6,115,144,1,1,1
Escherichia coli  BL21-Gold(DE3)pLysS AG,0,0,NC_012947,YP_003037064.1,TIGR01715,TIGR01715,0,189.1,5,111,1,0,1
Escherichia coli  BL21-Gold(DE3)pLysS AG,0,0,NC_012947,YP_003037064.1,TIGR01715,TIGR01715,0,189.1,113,144,0,0,0
Photorhabdus asymbiotica,0,0,NC_012962,YP_003039299.1,Phage_tail_T,Phage_tail_T,8.3,15.3,4,49,0,0,0
Photorhabdus asymbiotica,0,0,NC_012962,YP_003041533.1,TH_Fam4,TH_Fam4,7.8,14.4,18,72,0,0,0
Methylovorus glucosetrophus SIP3-4,0,0,NC_012969,YP_003050334.1,TH_Fam6,TH_Fam6,4,16.1,2,67,0,1,1
Escherichia coli BL21(DE3),0,0,NC_012971,YP_003053401.1,Phage_tail_T,Phage_tail_T,0,192.6,11,113,1,1,1
Escherichia coli BL21(DE3),0,0,NC_012971,YP_003053401.1,Phage_tail_T,Phage_tail_T,0,192.6,115,144,1,1,1
Escherichia coli BL21(DE3),0,0,NC_012971,YP_003053401.1,TIGR01715,TIGR01715,0,189.1,5,111,1,0,1
Escherichia coli BL21(DE3),0,0,NC_012971,YP_003053401.1,TIGR01715,TIGR01715,0,189.1,113,144,0,0,0
Methylobacterium extorquens DM4,0,0,NC_012988,YP_003066579.1,U_RealTestIII,U_RealTestIII,9.50E-20,79.4,13,451,0,1,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003076790.1,Phage_tail_T,Phage_tail_T,0,182.8,6,108,1,0,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003076790.1,TIGR01715,TIGR01715,3.30E-37,135.3,1,106,0,1,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003077053.1,Phage_tail_T,Phage_tail_T,1.70E-33,123.5,1,94,1,1,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003077053.1,Phage_tail_T,Phage_tail_T,1.70E-33,123.5,93,129,1,1,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003077053.1,TIGR01715,TIGR01715,0,171.3,1,92,1,0,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003077053.1,TIGR01715,TIGR01715,0,171.3,95,129,0,0,0
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003077387.1,DUF4035,DUF4035,1.40E-21,83.9,1,53,0,1,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003077464.1,Phage_tail_T,Phage_tail_T,0,192.6,11,113,1,1,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003077464.1,Phage_tail_T,Phage_tail_T,0,192.6,115,144,1,1,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003077464.1,TIGR01715,TIGR01715,0,189.1,5,111,1,0,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003077464.1,TIGR01715,TIGR01715,0,189.1,113,144,0,1,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003077603.1,Phage_tail_T,Phage_tail_T,1.40E-32,120.5,1,101,1,0,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003077603.1,TIGR01715,TIGR01715,1.10E-42,152.9,1,100,0,1,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003077668.1,Phage_tail_T,Phage_tail_T,5.10E-27,102.7,1,93,1,0,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003077668.1,TIGR01715,TIGR01715,2.10E-37,135.9,1,92,0,0,0
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003077941.1,DUF4035,DUF4035,1.40E-21,83.9,1,53,0,0,0
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003077991.1,DUF4035,DUF4035,2.00E-21,83.4,27,79,0,1,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003078389.1,Phage_P2_GpE,Phage_P2_GpE,3.80E-17,69.8,10,49,1,0,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003078389.1,TH_Fam1,TH_Fam1,1.9,16.6,4,41,0,1,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003078476.1,Phage_tail_T,Phage_tail_T,1.40E-39,143,1,102,1,1,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003078476.1,Phage_tail_T,Phage_tail_T,1.40E-39,143,101,137,1,1,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003078476.1,TIGR01715,TIGR01715,0,193.3,1,100,1,0,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003078476.1,TIGR01715,TIGR01715,0,193.3,103,137,0,0,0
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003078573.1,DUF4035,DUF4035,3.50E-21,82.7,27,79,0,1,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003078804.1,Phage_tail_T,Phage_tail_T,1.40E-32,120.5,1,101,1,0,1
Escherichia coli O157:H7 str. TW14359,0,0,NC_013008,YP_003078804.1,TIGR01715,TIGR01715,1.10E-42,152.9,1,100,0,0,0
Neorickettsia risticii str. Illinois,0,0,NC_013009,YP_003082129.1,U_RealTestIII,U_RealTestIII,2.50E-24,94.6,9,389,0,0,0
Neisseria meningitidis alpha14,0,0,NC_013016,YP_003083005.1,DUF1799,DUF1799,2.70E-29,109.1,1,85,0,1,1
Cyanophage PSS2,Prochlorococcus marinus str. MIT 9313,neg,NC_013021,YP_003084146.1,U_RealTestIII,U_RealTestIII,4.50E-14,60.7,21,242,1,0,1
Cyanophage PSS2,Prochlorococcus marinus str. MIT 9313,neg,NC_013021,YP_003084146.1,U_RealTestIII,U_RealTestIII,4.50E-14,60.7,258,480,0,0,0
Burkholderia phage KS9,Burkholderia pyrrocinia strain LMG 21824,neg,NC_013055,YP_003090187.1,DUF4035,DUF4035,1.40E-19,77.6,182,237,0,1,1
